,date,close,symbol,is_predicted
5827,2019-09-01,66.81965060380956,LTC,0
454,2019-09-01,0.3903,ALGO,0
9599,2019-09-02,1.005,USDT,0
455,2019-09-02,0.3942,ALGO,0
10577,2019-09-02,50.503060641298,XLM,0
8621,2019-09-02,1.002,USDC,0
11555,2019-09-02,0.1076989108036502,XRP,0
5828,2019-09-02,67.75487412387123,LTC,0
456,2019-09-03,0.3696,ALGO,0
9600,2019-09-03,1.002,USDT,0
8622,2019-09-03,1.001,USDC,0
5829,2019-09-03,69.23364635644737,LTC,0
10578,2019-09-03,50.50713597295624,XLM,0
11556,2019-09-03,0.1090987341772151,XRP,0
11557,2019-09-04,0.1053367088607595,XRP,0
5830,2019-09-04,67.72290067019391,LTC,0
10579,2019-09-04,49.9977195156764,XLM,0
457,2019-09-04,0.3463,ALGO,0
8623,2019-09-04,1.0,USDC,0
9601,2019-09-04,1.002,USDT,0
8624,2019-09-05,0.9977,USDC,0
10580,2019-09-05,49.43939907849768,XLM,0
458,2019-09-05,0.3884,ALGO,0
5831,2019-09-05,66.10024789606983,LTC,0
11558,2019-09-05,0.1032369738004121,XRP,0
9602,2019-09-05,0.9993,USDT,0
10581,2019-09-06,48.5591274403181,XLM,0
5832,2019-09-06,65.88442708374791,LTC,0
459,2019-09-06,0.3475,ALGO,0
8625,2019-09-06,0.9994,USDC,0
9603,2019-09-06,1.001,USDT,0
11559,2019-09-06,0.0991249926405652,XRP,0
11560,2019-09-07,0.1067365322343244,XRP,0
9604,2019-09-07,1.003,USDT,0
8626,2019-09-07,1.001,USDC,0
10582,2019-09-07,49.49237839005479,XLM,0
2447,2019-09-07,63.85287465079225,BTC,0
5833,2019-09-07,69.25762644670536,LTC,0
460,2019-09-07,0.3737,ALGO,0
9605,2019-09-08,1.003,USDT,0
2448,2019-09-08,63.52830612745419,BTC,0
5834,2019-09-08,70.51258450354024,LTC,0
10583,2019-09-08,49.7042956362832,XLM,0
8627,2019-09-08,1.001,USDC,0
11561,2019-09-08,0.1086612893729761,XRP,0
461,2019-09-08,0.3846,ALGO,0
5835,2019-09-09,69.94505570076775,LTC,0
9606,2019-09-09,1.001,USDT,0
462,2019-09-09,0.3689,ALGO,0
8628,2019-09-09,0.9996,USDC,0
10584,2019-09-09,49.43532374683944,XLM,0
11562,2019-09-09,0.1052492198999116,XRP,0
2449,2019-09-09,63.04428441285324,BTC,0
8629,2019-09-10,1.0,USDC,0
9607,2019-09-10,1.0,USDT,0
463,2019-09-10,0.3654999999999999,ALGO,0
5836,2019-09-10,70.65646504508817,LTC,0
11563,2019-09-10,0.105074241978216,XRP,0
10585,2019-09-10,49.14189986744625,XLM,0
2450,2019-09-10,62.10628685989733,BTC,0
464,2019-09-11,0.3489,ALGO,0
2451,2019-09-11,62.35994163580378,BTC,0
10586,2019-09-11,48.860701983027774,XLM,0
5837,2019-09-11,69.9290689739291,LTC,0
11564,2019-09-11,0.1022745952310862,XRP,0
8630,2019-09-11,1.0,USDC,0
9608,2019-09-11,1.001,USDT,0
2452,2019-09-12,63.56520136758604,BTC,0
11565,2019-09-12,0.1013997056226081,XRP,0
9609,2019-09-12,1.002,USDT,0
5838,2019-09-12,69.35354680773732,LTC,0
10587,2019-09-12,48.66101073177408,XLM,0
465,2019-09-12,0.3185,ALGO,0
8631,2019-09-12,1.0,USDC,0
8632,2019-09-13,1.001,USDC,0
10588,2019-09-13,48.408340168963264,XLM,0
9610,2019-09-13,1.003,USDT,0
11566,2019-09-13,0.1027995289961731,XRP,0
2453,2019-09-13,63.30643239997816,BTC,0
5839,2019-09-13,69.21765962960869,LTC,0
466,2019-09-13,0.3193,ALGO,0
11567,2019-09-14,0.1082238445687371,XRP,0
467,2019-09-14,0.324,ALGO,0
8633,2019-09-14,1.0,USDC,0
9611,2019-09-14,1.003,USDT,0
5840,2019-09-14,70.68044513534616,LTC,0
2454,2019-09-14,63.27570158734358,BTC,0
10589,2019-09-14,48.78734601317947,XLM,0
468,2019-09-15,0.3285,ALGO,0
11568,2019-09-15,0.1069989991168677,XRP,0
5841,2019-09-15,70.08094287889638,LTC,0
8634,2019-09-15,0.9999,USDC,0
2455,2019-09-15,63.03579120163478,BTC,0
9612,2019-09-15,1.001,USDT,0
10590,2019-09-15,48.587654761925776,XLM,0
469,2019-09-16,0.3207,ALGO,0
2456,2019-09-16,62.84752501962537,BTC,0
8635,2019-09-16,1.0,USDC,0
11569,2019-09-16,0.1076114218428025,XRP,0
5842,2019-09-16,72.33507136314758,LTC,0
9613,2019-09-16,1.002,USDT,0
10591,2019-09-16,48.730291369964135,XLM,0
10592,2019-09-17,50.64162191767812,XLM,0
470,2019-09-17,0.319,ALGO,0
8636,2019-09-17,1.001,USDC,0
11570,2019-09-17,0.1289587282896673,XRP,0
2457,2019-09-17,62.513413049273,BTC,0
5843,2019-09-17,73.40618206133784,LTC,0
9614,2019-09-17,1.001,USDT,0
10593,2019-09-18,58.59666931456024,XLM,0
471,2019-09-18,0.3406,ALGO,0
5844,2019-09-18,76.39569998016742,LTC,0
2458,2019-09-18,62.35249866038113,BTC,0
9615,2019-09-18,1.001,USDT,0
8637,2019-09-18,1.0,USDC,0
11571,2019-09-18,0.1534556373270533,XRP,0
5845,2019-09-19,75.62833709191169,LTC,0
2459,2019-09-19,62.88971710116228,BTC,0
11572,2019-09-19,0.142694495142773,XRP,0
9616,2019-09-19,1.004,USDT,0
472,2019-09-19,0.3222,ALGO,0
10594,2019-09-19,57.74900032964657,XLM,0
8638,2019-09-19,1.001,USDC,0
8639,2019-09-20,1.001,USDC,0
9617,2019-09-20,1.001,USDT,0
2460,2019-09-20,62.411859814058616,BTC,0
5846,2019-09-20,73.9976909543683,LTC,0
10595,2019-09-20,54.16270847039643,XLM,0
11573,2019-09-20,0.1359578451574918,XRP,0
473,2019-09-20,0.3207,ALGO,0
10596,2019-09-21,53.15610155081145,XLM,0
2461,2019-09-21,61.55340620703052,BTC,0
9618,2019-09-21,1.0,USDT,0
5847,2019-09-21,72.68677935359811,LTC,0
8640,2019-09-21,1.001,USDC,0
11574,2019-09-21,0.1321958198410362,XRP,0
474,2019-09-21,0.3157,ALGO,0
5848,2019-09-22,71.78352928721377,LTC,0
11575,2019-09-22,0.1208222549308213,XRP,0
9619,2019-09-22,1.001,USDT,0
10597,2019-09-22,52.7200410633799,XLM,0
475,2019-09-22,0.3005,ALGO,0
8641,2019-09-22,1.001,USDC,0
2462,2019-09-22,61.77532559693246,BTC,0
11576,2019-09-23,0.1128607594936708,XRP,0
2463,2019-09-23,60.21193545877141,BTC,0
9620,2019-09-23,0.9997,USDT,0
10598,2019-09-23,50.661998575969314,XLM,0
476,2019-09-23,0.2674,ALGO,0
8642,2019-09-23,1.001,USDC,0
5849,2019-09-23,67.21931877477608,LTC,0
5850,2019-09-24,57.81912339364352,LTC,0
11577,2019-09-24,0.0835519576096556,XRP,0
8643,2019-09-24,1.001,USDC,0
2464,2019-09-24,54.95135001987363,BTC,0
10599,2019-09-24,46.721152862452406,XLM,0
9621,2019-09-24,1.004,USDT,0
477,2019-09-24,0.1929,ALGO,0
5851,2019-09-25,60.02529169737871,LTC,0
9622,2019-09-25,1.002,USDT,0
2465,2019-09-25,54.51495421549237,BTC,0
478,2019-09-25,0.205,ALGO,0
8644,2019-09-25,1.002,USDC,0
10600,2019-09-25,48.1597449378107,XLM,0
11578,2019-09-25,0.0943130997939357,XRP,0
9623,2019-09-26,1.002,USDT,0
10601,2019-09-26,48.59173009358401,XLM,0
8645,2019-09-26,1.002,USDC,0
479,2019-09-26,0.189,ALGO,0
5852,2019-09-26,58.178824747513374,LTC,0
11579,2019-09-26,0.0909010303208713,XRP,0
2466,2019-09-26,52.8164032966503,BTC,0
9624,2019-09-27,1.003,USDT,0
8646,2019-09-27,1.001,USDC,0
5853,2019-09-27,58.80230709422116,LTC,0
11580,2019-09-27,0.0913384751251103,XRP,0
10602,2019-09-27,48.79549667649595,XLM,0
2467,2019-09-27,53.39343937282126,BTC,0
480,2019-09-27,0.1891,ALGO,0
11581,2019-09-28,0.091076008242567,XRP,0
9625,2019-09-28,1.003,USDT,0
8647,2019-09-28,1.0,USDC,0
481,2019-09-28,0.2035,ALGO,0
2468,2019-09-28,53.49522092016517,BTC,0
10603,2019-09-28,48.62433274684992,XLM,0
5854,2019-09-28,58.41862565009329,LTC,0
10604,2019-09-29,48.48577147046981,XLM,0
8648,2019-09-29,1.001,USDC,0
482,2019-09-29,0.2247,ALGO,0
5855,2019-09-29,57.19564104693573,LTC,0
11582,2019-09-29,0.0895012069473064,XRP,0
9626,2019-09-29,1.003,USDT,0
2469,2019-09-29,52.77197375624401,BTC,0
10605,2019-09-30,50.00179484733463,XLM,0
11583,2019-09-30,0.1039368854871945,XRP,0
8649,2019-09-30,1.001,USDC,0
2470,2019-09-30,53.91061200862979,BTC,0
483,2019-09-30,0.25,ALGO,0
9627,2019-09-30,1.004,USDT,0
5856,2019-09-30,58.9222075455111,LTC,0
2471,2019-10-01,53.965498244568494,BTC,0
5857,2019-10-01,58.64243982583454,LTC,0
11584,2019-10-01,0.0963253458934353,XRP,0
484,2019-10-01,0.234,ALGO,0
10606,2019-10-01,48.78327068152124,XLM,0
9628,2019-10-01,1.004,USDT,0
8650,2019-10-01,1.001,USDC,0
485,2019-10-02,0.2335,ALGO,0
8651,2019-10-02,1.001,USDC,0
2472,2019-10-02,54.261756063845,BTC,0
9629,2019-10-02,1.004,USDT,0
5858,2019-10-02,59.17799517492968,LTC,0
11585,2019-10-02,0.1006123049749779,XRP,0
10607,2019-10-02,49.14189986744625,XLM,0
9630,2019-10-03,1.003,USDT,0
2473,2019-10-03,53.598646314841695,BTC,0
486,2019-10-03,0.2312,ALGO,0
10608,2019-10-03,48.718065374989415,XLM,0
5859,2019-10-03,59.225955355445656,LTC,0
8652,2019-10-03,1.002,USDC,0
11586,2019-10-03,0.0952754783632617,XRP,0
487,2019-10-04,0.2286,ALGO,0
2474,2019-10-04,53.2413378321292,BTC,0
8653,2019-10-04,1.002,USDC,0
5860,2019-10-04,59.21796199202633,LTC,0
9631,2019-10-04,1.004,USDT,0
10609,2019-10-04,48.72214070664766,XLM,0
11587,2019-10-04,0.1005248160141301,XRP,0
9632,2019-10-05,1.006,USDT,0
2475,2019-10-05,53.261566286805454,BTC,0
488,2019-10-05,0.224,ALGO,0
10610,2019-10-05,48.88515397297721,XLM,0
5861,2019-10-05,59.60963679957352,LTC,0
8654,2019-10-05,1.003,USDC,0
11588,2019-10-05,0.1013122166617604,XRP,0
2476,2019-10-06,51.87265227803027,BTC,0
9633,2019-10-06,1.001,USDT,0
5862,2019-10-06,57.68323621551489,LTC,0
489,2019-10-06,0.2118,ALGO,0
10611,2019-10-06,48.59988075690048,XLM,0
8655,2019-10-06,1.0,USDC,0
11589,2019-10-06,0.1024495731527818,XRP,0
10612,2019-10-07,50.12405479708179,XLM,0
8656,2019-10-07,1.001,USDC,0
490,2019-10-07,0.2178,ALGO,0
11590,2019-10-07,0.1208222549308213,XRP,0
9634,2019-10-07,1.003,USDT,0
2477,2019-10-07,53.45622520844167,BTC,0
5863,2019-10-07,60.169172238926656,LTC,0
491,2019-10-08,0.2277,ALGO,0
9635,2019-10-08,1.002,USDT,0
10613,2019-10-08,49.96511686241048,XLM,0
2478,2019-10-08,53.3501057306367,BTC,0
5864,2019-10-08,59.67358370692817,LTC,0
8657,2019-10-08,1.0,USDC,0
11591,2019-10-08,0.1221345893435384,XRP,0
10614,2019-10-09,50.5764166111463,XLM,0
5865,2019-10-09,61.43212365918086,LTC,0
9636,2019-10-09,1.004,USDT,0
2479,2019-10-09,55.182493219808535,BTC,0
11592,2019-10-09,0.1253716808949072,XRP,0
492,2019-10-09,0.2397999999999999,ALGO,0
8658,2019-10-09,1.001,USDC,0
9637,2019-10-10,1.005,USDT,0
493,2019-10-10,0.252,ALGO,0
11593,2019-10-10,0.1161853400058875,XRP,0
8659,2019-10-10,1.001,USDC,0
10615,2019-10-10,49.89583622422042,XLM,0
5866,2019-10-10,60.18515896576531,LTC,0
2480,2019-10-10,55.19806410704239,BTC,0
10616,2019-10-11,49.20302984231984,XLM,0
2481,2019-10-11,53.74362451709246,BTC,0
5867,2019-10-11,58.69040000635053,LTC,0
494,2019-10-11,0.2505,ALGO,0
11594,2019-10-11,0.1132107153370621,XRP,0
8660,2019-10-11,1.001,USDC,0
9638,2019-10-11,1.002,USDT,0
11595,2019-10-12,0.1176726523403002,XRP,0
10617,2019-10-12,49.64316566140962,XLM,0
495,2019-10-12,0.2562,ALGO,0
9639,2019-10-12,1.002,USDT,0
5868,2019-10-12,58.314711925642,LTC,0
8661,2019-10-12,1.002,USDC,0
2482,2019-10-12,53.91992714351456,BTC,0
11596,2019-10-13,0.1219596114218427,XRP,0
8662,2019-10-13,1.001,USDC,0
9640,2019-10-13,1.002,USDT,0
2483,2019-10-13,53.82714109407407,BTC,0
496,2019-10-13,0.2511,ALGO,0
10618,2019-10-13,49.81840492271388,XLM,0
5869,2019-10-13,59.12204163099436,LTC,0
8663,2019-10-14,1.001,USDC,0
10619,2019-10-14,51.770488787010265,XLM,0
9641,2019-10-14,1.002,USDT,0
11597,2019-10-14,0.1393699146305564,XRP,0
2484,2019-10-14,54.135819093196936,BTC,0
497,2019-10-14,0.2667,ALGO,0
5870,2019-10-14,59.42578944092893,LTC,0
10620,2019-10-15,50.84538850059006,XLM,0
11598,2019-10-15,0.1312334412717103,XRP,0
8664,2019-10-15,1.002,USDC,0
498,2019-10-15,0.2475,ALGO,0
9642,2019-10-15,1.001,USDT,0
5871,2019-10-15,57.64326939841825,LTC,0
2485,2019-10-15,53.266132529396025,BTC,0
9643,2019-10-16,1.002,USDT,0
10621,2019-10-16,49.94066487246105,XLM,0
499,2019-10-16,0.2289,ALGO,0
2486,2019-10-16,52.53968899566146,BTC,0
11599,2019-10-16,0.1271214601118634,XRP,0
5872,2019-10-16,56.03660335113283,LTC,0
8665,2019-10-16,1.002,USDC,0
9644,2019-10-17,1.002,USDT,0
11600,2019-10-17,0.1430444509861642,XRP,0
5873,2019-10-17,58.05093093280409,LTC,0
2487,2019-10-17,52.85051312880189,BTC,0
500,2019-10-17,0.2358,ALGO,0
8666,2019-10-17,1.001,USDC,0
10622,2019-10-17,51.35480495786991,XLM,0
8667,2019-10-18,1.002,USDC,0
2488,2019-10-18,52.34895704265315,BTC,0
11601,2019-10-18,0.1366577568442744,XRP,0
9645,2019-10-18,1.003,USDT,0
5874,2019-10-18,56.548178609969966,LTC,0
501,2019-10-18,0.2258,ALGO,0
10623,2019-10-18,50.5438139578804,XLM,0
10624,2019-10-19,50.27076673677839,XLM,0
2489,2019-10-19,52.35356894766963,BTC,0
11602,2019-10-19,0.1344705328230792,XRP,0
5875,2019-10-19,57.21962113719372,LTC,0
8668,2019-10-19,1.002,USDC,0
502,2019-10-19,0.2242,ALGO,0
9646,2019-10-19,1.003,USDT,0
8669,2019-10-20,1.003,USDC,0
2490,2019-10-20,53.60298424530274,BTC,0
9647,2019-10-20,1.003,USDT,0
5876,2019-10-20,58.00297075228811,LTC,0
10625,2019-10-20,50.64162191767812,XLM,0
11603,2019-10-20,0.1367452458051221,XRP,0
503,2019-10-20,0.2245,ALGO,0
5877,2019-10-21,58.0269508425461,LTC,0
8670,2019-10-21,1.0,USDC,0
2491,2019-10-21,53.49339442312895,BTC,0
9648,2019-10-21,1.002,USDT,0
504,2019-10-21,0.2269,ALGO,0
11604,2019-10-21,0.1351704445098616,XRP,0
10626,2019-10-21,50.849463832248304,XLM,0
9649,2019-10-22,1.001,USDT,0
8671,2019-10-22,1.001,USDC,0
2492,2019-10-22,52.63151613415792,BTC,0
11605,2019-10-22,0.1334206652929055,XRP,0
10627,2019-10-22,50.58456727446278,XLM,0
505,2019-10-22,0.2192,ALGO,0
5878,2019-10-22,56.71603924177591,LTC,0
2493,2019-10-23,50.09743414609244,BTC,0
10628,2019-10-23,49.18265318402864,XLM,0
11606,2019-10-23,0.1183725640270827,XRP,0
8672,2019-10-23,1.0,USDC,0
506,2019-10-23,0.2006,ALGO,0
9650,2019-10-23,1.001,USDT,0
5879,2019-10-23,53.63060096191436,LTC,0
11607,2019-10-24,0.1210847218133647,XRP,0
8673,2019-10-24,1.002,USDC,0
507,2019-10-24,0.2004,ALGO,0
5880,2019-10-24,53.92635540842959,LTC,0
9651,2019-10-24,1.004,USDT,0
2494,2019-10-24,49.93606313294153,BTC,0
10629,2019-10-24,49.34159111869995,XLM,0
508,2019-10-25,0.213,ALGO,0
5881,2019-10-25,59.60963679957352,LTC,0
11608,2019-10-25,0.1402448042390344,XRP,0
8674,2019-10-25,0.9999,USDC,0
10630,2019-10-25,50.98394977697018,XLM,0
9652,2019-10-25,1.002,USDT,0
2495,2019-10-25,55.53838616731794,BTC,0
5882,2019-10-26,59.4977297117029,LTC,0
9653,2019-10-26,1.003,USDT,0
2496,2019-10-26,58.22278886146515,BTC,0
509,2019-10-26,0.2172,ALGO,0
11609,2019-10-26,0.1367452458051221,XRP,0
10631,2019-10-26,50.42562933979147,XLM,0
8675,2019-10-26,1.0,USDC,0
5883,2019-10-27,61.92771219117935,LTC,0
2497,2019-10-27,59.55439652572861,BTC,0
11610,2019-10-27,0.1405947600824257,XRP,0
8676,2019-10-27,0.9992,USDC,0
9654,2019-10-27,1.002,USDT,0
10632,2019-10-27,51.41185960108525,XLM,0
510,2019-10-27,0.2197,ALGO,0
11611,2019-10-28,0.1367452458051221,XRP,0
511,2019-10-28,0.2316,ALGO,0
5884,2019-10-28,60.27308596337795,LTC,0
9655,2019-10-28,1.002,USDT,0
10633,2019-10-28,51.15511370661621,XLM,0
2498,2019-10-28,58.05497944626152,BTC,0
8677,2019-10-28,1.0,USDC,0
512,2019-10-29,0.2267,ALGO,0
8678,2019-10-29,1.001,USDC,0
10634,2019-10-29,52.03131001313755,XLM,0
2499,2019-10-29,59.01676712311432,BTC,0
11612,2019-10-29,0.143569384751251,XRP,0
5885,2019-10-29,61.91172546434069,LTC,0
9656,2019-10-29,1.003,USDT,0
9657,2019-10-30,1.002,USDT,0
5886,2019-10-30,60.37699968782924,LTC,0
513,2019-10-30,0.212,ALGO,0
2500,2019-10-30,57.81584532179311,BTC,0
10635,2019-10-30,50.86168982722301,XLM,0
8679,2019-10-30,1.001,USDC,0
11613,2019-10-30,0.1370952016485133,XRP,0
9658,2019-10-31,1.002,USDT,0
10636,2019-10-31,51.29775031465456,XLM,0
514,2019-10-31,0.2229,ALGO,0
8680,2019-10-31,1.001,USDC,0
11614,2019-10-31,0.1367452458051221,XRP,0
5887,2019-10-31,60.69673422460246,LTC,0
2501,2019-10-31,57.75949788822542,BTC,0
5888,2019-11-01,60.96051521744037,LTC,0
8681,2019-11-01,1.002,USDC,0
515,2019-11-01,0.2613,ALGO,0
9659,2019-11-01,1.004,USDT,0
2502,2019-11-01,58.23014051203597,BTC,0
10637,2019-11-01,52.99308828448191,XLM,0
11615,2019-11-01,0.1346455107447748,XRP,0
8682,2019-11-02,1.001,USDC,0
2503,2019-11-02,58.46484538119152,BTC,0
516,2019-11-02,0.2597,ALGO,0
11616,2019-11-02,0.1370952016485133,XRP,0
9660,2019-11-02,1.002,USDT,0
5889,2019-11-02,60.85660149298908,LTC,0
10638,2019-11-02,53.889661249294434,XLM,0
9661,2019-11-03,1.003,USDT,0
5890,2019-11-03,60.63278731724783,LTC,0
517,2019-11-03,0.265,ALGO,0
2504,2019-11-03,58.05214837585536,BTC,0
11617,2019-11-03,0.1330707094495143,XRP,0
10639,2019-11-03,52.773020374937005,XLM,0
8683,2019-11-03,1.002,USDC,0
9662,2019-11-04,1.003,USDT,0
2505,2019-11-04,58.96507725698901,BTC,0
11618,2019-11-04,0.140857226964969,XRP,0
5891,2019-11-04,63.12671670407892,LTC,0
10640,2019-11-04,56.96246131960648,XLM,0
8684,2019-11-04,1.001,USDC,0
518,2019-11-04,0.2578,ALGO,0
11619,2019-11-05,0.1422570503385339,XRP,0
10641,2019-11-05,58.429580716572445,XLM,0
8685,2019-11-05,1.002,USDC,0
5892,2019-11-05,64.5655221195584,LTC,0
2506,2019-11-05,58.517905120094014,BTC,0
9663,2019-11-05,1.002,USDT,0
519,2019-11-05,0.2856,ALGO,0
9664,2019-11-06,1.001,USDT,0
8686,2019-11-06,1.001,USDC,0
5893,2019-11-06,65.26094473704013,LTC,0
520,2019-11-06,0.2841,ALGO,0
2507,2019-11-06,58.62594241978701,BTC,0
11620,2019-11-06,0.1507434795407713,XRP,0
10642,2019-11-06,56.15962098293344,XLM,0
5894,2019-11-07,63.00681625278896,LTC,0
8687,2019-11-07,1.0,USDC,0
9665,2019-11-07,0.9997,USDT,0
11621,2019-11-07,0.1328957315278186,XRP,0
2508,2019-11-07,57.992376260344734,BTC,0
10643,2019-11-07,55.047055440234246,XLM,0
521,2019-11-07,0.2704,ALGO,0
10644,2019-11-08,53.73479864628136,XLM,0
5895,2019-11-08,62.6790883525964,LTC,0
522,2019-11-08,0.255,ALGO,0
2509,2019-11-08,56.00053557991003,BTC,0
8688,2019-11-08,1.001,USDC,0
9666,2019-11-08,0.9993999999999998,USDT,0
11622,2019-11-08,0.1197723874006476,XRP,0
11623,2019-11-09,0.1238843685604945,XRP,0
523,2019-11-09,0.2631,ALGO,0
8689,2019-11-09,1.002,USDC,0
9667,2019-11-09,1.002,USDT,0
10645,2019-11-09,54.58654296285327,XLM,0
2510,2019-11-09,56.22829976032792,BTC,0
5896,2019-11-09,63.97401322652794,LTC,0
524,2019-11-10,0.2682,ALGO,0
5897,2019-11-10,64.81331638555764,LTC,0
9668,2019-11-10,1.001,USDT,0
2511,2019-11-10,57.24958557813591,BTC,0
11624,2019-11-10,0.1230969679128642,XRP,0
10646,2019-11-10,56.98691330955592,XLM,0
8690,2019-11-10,1.002,USDC,0
525,2019-11-11,0.2827,ALGO,0
11625,2019-11-11,0.1188100088313217,XRP,0
9669,2019-11-11,0.9992,USDT,0
5898,2019-11-11,63.68625214343204,LTC,0
2512,2019-11-11,55.79048842074358,BTC,0
10647,2019-11-11,57.32109050553149,XLM,0
8691,2019-11-11,1.001,USDC,0
5899,2019-11-12,63.03079634304695,LTC,0
526,2019-11-12,0.2736,ALGO,0
8692,2019-11-12,1.001,USDC,0
10648,2019-11-12,56.074039018110426,XLM,0
9670,2019-11-12,1.0,USDT,0
2513,2019-11-12,56.19610775006436,BTC,0
11626,2019-11-12,0.1169727406535178,XRP,0
11627,2019-11-13,0.1167102737709743,XRP,0
2514,2019-11-13,56.0074306062218,BTC,0
8693,2019-11-13,1.001,USDC,0
9671,2019-11-13,0.9997,USDT,0
5900,2019-11-13,62.69507507943507,LTC,0
527,2019-11-13,0.2885,ALGO,0
10649,2019-11-13,55.69910850555246,XLM,0
2515,2019-11-14,55.39829384463911,BTC,0
528,2019-11-14,0.2772,ALGO,0
10650,2019-11-14,55.01445278696834,XLM,0
9672,2019-11-14,0.9992,USDT,0
8694,2019-11-14,1.001,USDC,0
11628,2019-11-14,0.1133856932587577,XRP,0
5901,2019-11-14,61.13636921266564,LTC,0
529,2019-11-15,0.2645,ALGO,0
10651,2019-11-15,54.154557807079954,XLM,0
9673,2019-11-15,0.9997,USDT,0
11629,2019-11-15,0.1069115101560199,XRP,0
5902,2019-11-15,60.05726515105602,LTC,0
2516,2019-11-15,54.6135850554488,BTC,0
8695,2019-11-15,1.001,USDC,0
2517,2019-11-16,54.75226184292456,BTC,0
9674,2019-11-16,1.001,USDT,0
10652,2019-11-16,53.8855859176362,XLM,0
5903,2019-11-16,60.70472758802178,LTC,0
530,2019-11-16,0.272,ALGO,0
11630,2019-11-16,0.1084863114512805,XRP,0
8696,2019-11-16,1.002,USDC,0
531,2019-11-17,0.268,ALGO,0
5904,2019-11-17,61.72787810569609,LTC,0
11631,2019-11-17,0.1094486900206064,XRP,0
2518,2019-11-17,54.82687424685455,BTC,0
9675,2019-11-17,1.002,USDT,0
8697,2019-11-17,1.002,USDC,0
10653,2019-11-17,53.97116788245921,XLM,0
2519,2019-11-18,53.34229745580682,BTC,0
10654,2019-11-18,52.08428932469465,XLM,0
9676,2019-11-18,1.0,USDT,0
11632,2019-11-18,0.0991249926405652,XRP,0
5905,2019-11-18,58.65842655267321,LTC,0
532,2019-11-18,0.2488,ALGO,0
8698,2019-11-18,1.002,USDC,0
11633,2019-11-19,0.1011372387400647,XRP,0
10655,2019-11-19,51.5218935558577,XLM,0
9677,2019-11-19,1.0,USDT,0
533,2019-11-19,0.245,ALGO,0
2520,2019-11-19,53.08389378760618,BTC,0
8699,2019-11-19,1.002,USDC,0
5906,2019-11-19,58.08290438648141,LTC,0
11634,2019-11-20,0.0977251692670002,XRP,0
10656,2019-11-20,50.82501184229886,XLM,0
5907,2019-11-20,57.9470172083528,LTC,0
8700,2019-11-20,1.002,USDC,0
