,factors,MIC,GMIC,TIC,symbol,thresh,factor_type
105,roberta_Negative_mean_pop,0.3845368524606194,0.295495138215162,0.2113998796090443,ADA,0.4999999999999998,sentiment
106,trend_sma_slow,0.5393811847235093,0.4580429992572348,0.3835326401497512,ADA,0.4999999999999998,technical
107,distil_sadness_sum,0.3755022545035433,0.3046732198169276,0.2469430061430965,ADA,0.4999999999999998,sentiment
108,distil_sadness_sum_pop,0.421574252839719,0.3442566230605575,0.2952223196601425,ADA,0.4999999999999998,sentiment
109,trend_macd_diff,0.3164798004863802,0.2170925136584126,0.1860481395395642,ADA,0.4999999999999998,technical
110,distil_love_wt_sum,0.3658347318033363,0.2856169568125712,0.2143709535415892,ADA,0.4999999999999998,sentiment
111,volatility_kcc,0.4779050870593309,0.4182880381683364,0.377763698256739,ADA,0.4999999999999998,technical
112,distil_sadness_mean_hot,0.3912255008145198,0.3068676464369773,0.2288810231149274,ADA,0.4999999999999998,sentiment
113,distil_love_sum,0.3840969457129226,0.3156397539002054,0.2665796075281811,ADA,0.4999999999999998,sentiment
114,volatility_dcp,0.3120830967674365,0.2266616383290547,0.1773333709467942,ADA,0.4999999999999998,technical
115,trend_ema_fast,0.5664842433775177,0.4862380009302401,0.4034778879618206,ADA,0.4999999999999998,technical
116,trend_kst,0.3958186067272091,0.306644320650959,0.2117614024792439,ADA,0.4999999999999998,technical
117,vader_neg_mean_hot,0.0,0.0,0.0,ADA,0.4999999999999998,sentiment
118,trend_mass_index,0.3594046494923859,0.2651113359832863,0.192684894961285,ADA,0.4999999999999998,technical
119,volatility_atr,0.3411345699136516,0.2724693395323606,0.2483228105552595,ADA,0.4999999999999998,technical
120,distil_love_mean_hot,0.3799732109077482,0.2914455037298084,0.2254721590315105,ADA,0.4999999999999998,sentiment
121,low,0.4459067929375342,0.3875485501932543,0.341704537331902,ADA,0.4999999999999998,fundamental
122,trend_vortex_ind_pos,0.2450003388069025,0.1527816798962466,0.1318604010642097,ADA,0.4999999999999998,technical
123,momentum_pvo_signal,0.3374636173600146,0.2517301593628629,0.19321559017647,ADA,0.4999999999999998,technical
124,trend_vortex_ind_diff,0.2320424931808097,0.1400967103627327,0.1273414008640226,ADA,0.4999999999999998,technical
125,vader_neu_mean,0.3678579595660401,0.2948296704568584,0.2157787507526329,ADA,0.4999999999999998,sentiment
126,volume_fi,0.262523980270071,0.1656968356602094,0.1360222849683988,ADA,0.4999999999999998,technical
127,ups,0.3600845325141734,0.2822234053780507,0.2255196608664571,ADA,0.4999999999999998,sentiment
128,distil_surprise_mean_pop,0.377785013648748,0.2915852437273811,0.2348719533449188,ADA,0.4999999999999998,sentiment
129,trend_aroon_ind,0.2578561547894784,0.155976059394074,0.1552544557831496,ADA,0.4999999999999998,technical
130,vader_neg_sum_hot,0.0,0.0,0.0,ADA,0.4999999999999998,sentiment
131,roberta_Positive_sum_pop,0.408525041590484,0.3234047550393653,0.2707388735856886,ADA,0.4999999999999998,sentiment
132,daily_popularity,0.3771953670744743,0.2927654467910348,0.2068999551802419,ADA,0.4999999999999998,sentiment
133,trend_ichimoku_base,0.6470563741312604,0.5037919166063325,0.3833937551131736,ADA,0.4999999999999998,technical
134,trend_ema_slow,0.5186603182497974,0.463383596059305,0.386243648199598,ADA,0.4999999999999998,technical
135,distil_love_mean,0.4034968183882412,0.3129828861102066,0.235451594813123,ADA,0.4999999999999998,sentiment
136,distil_anger_wt_sum,0.3734320176224397,0.29155167557834,0.1905533823680743,ADA,0.4999999999999998,sentiment
137,distil_fear_wt_sum_pop,0.399046091706877,0.3195037266570703,0.2344655340226291,ADA,0.4999999999999998,sentiment
138,trend_sma_fast,0.4948293311138924,0.4266816995634698,0.3778601655092464,ADA,0.4999999999999998,technical
139,roberta_Negative_wt_sum_pop,0.3959807100956815,0.3103553953999802,0.2123711112401976,ADA,0.4999999999999998,sentiment
140,trend_stc,0.3076513115326063,0.2475890565660167,0.2016919886063355,ADA,0.4999999999999998,technical
141,momentum_wr,0.2569499810910589,0.1729440410522391,0.1320987683137037,ADA,0.4999999999999998,technical
142,distil_joy_wt_sum,0.3497907226880509,0.2716715860882278,0.2151791753649314,ADA,0.4999999999999998,sentiment
143,volatility_bbh,0.5388666088362541,0.4644213054051346,0.3972517796142563,ADA,0.4999999999999998,technical
144,distil_fear_mean_hot,0.3844967552843292,0.2980202008389941,0.2235741715232536,ADA,0.4999999999999998,sentiment
145,trend_vortex_ind_neg,0.2367413753631554,0.1521209539276936,0.1354424887904073,ADA,0.4999999999999998,technical
146,nya_open,0.3871075036766103,0.3231132104405755,0.2486329860413392,ADA,0.4999999999999998,fundamental
147,momentum_stoch_rsi_d,0.4046548114942386,0.2634332922041278,0.1836251425746436,ADA,0.4999999999999998,technical
148,total_awards_received_total,0.3685647642982952,0.2902779145215034,0.2162217376986823,ADA,0.4999999999999998,sentiment
149,others_dlr,0.1778362391665449,0.0908123474814975,0.0797930307797692,ADA,0.4999999999999998,technical
150,SearchFrequency,0.430852354395803,0.3532978899056424,0.2891631195117682,ADA,0.4999999999999998,fundamental
151,roberta_Neutral_mean,0.3719168226433338,0.2910311238343987,0.212957739587744,ADA,0.4999999999999998,sentiment
152,distil_anger_wt_sum_pop,0.3973576853562561,0.3111363380062462,0.2100103916463474,ADA,0.4999999999999998,sentiment
153,vader_pos_sum_hot,0.3243696806173005,0.2512578879971094,0.2203408308529182,ADA,0.4999999999999998,sentiment
154,num_comments,0.3646344466563122,0.2796791336437186,0.19260845407578,ADA,0.4999999999999998,sentiment
155,trend_macd_signal,0.3418515372963167,0.2559929767426296,0.200835370579524,ADA,0.4999999999999998,technical
156,high,0.4932016719771809,0.4303626327211655,0.3610350105403942,ADA,0.4999999999999998,fundamental
157,roberta_Negative_sum_hot,0.3800094035328075,0.2987487981787712,0.2303326718980667,ADA,0.4999999999999998,sentiment
158,volatility_dcm,0.6928160000980703,0.5455928722610447,0.3965763860527947,ADA,0.4999999999999998,technical
159,trend_dpo,0.2388086152448245,0.1470711332024675,0.1134707700302121,ADA,0.4999999999999998,technical
160,momentum_ppo_hist,0.3489674922474249,0.2459186019863895,0.1930056013756289,ADA,0.4999999999999998,technical
161,downs,0.0,0.0,0.0,ADA,0.4999999999999998,sentiment
162,roberta_Positive_sum_hot,0.3895418428166106,0.3039093414520958,0.2282946738675084,ADA,0.4999999999999998,sentiment
163,volatility_kcp,0.2536884774772735,0.1603629034580792,0.1198216146120782,ADA,0.4999999999999998,technical
164,volatility_dch,0.6461654054591309,0.5236179244998125,0.3717739392244497,ADA,0.4999999999999998,technical
165,roberta_Positive_mean_pop,0.3714299186932641,0.2809685100201877,0.2042199739021452,ADA,0.4999999999999998,sentiment
166,vader_neg_wt_sum_pop,0.0,0.0,0.0,ADA,0.4999999999999998,sentiment
167,daily_popularity_hot,0.363212017174229,0.2884335278057227,0.2315959702297524,ADA,0.4999999999999998,sentiment
168,vader_pos_sum_pop,0.3918358364471128,0.328364028071917,0.2643555133510274,ADA,0.4999999999999998,sentiment
169,trend_aroon_up,0.2601319969223304,0.1828498073880142,0.1322668874549517,ADA,0.4999999999999998,technical
170,vader_pos_mean,0.3471726212591922,0.2656269003066787,0.236854956953115,ADA,0.4999999999999998,sentiment
171,trend_psar_down_indicator,0.1300663211483554,0.0534435889455689,0.0363974528933347,ADA,0.4999999999999998,technical
172,distil_fear_mean,0.4133320632692326,0.3316098925157624,0.2331977940154098,ADA,0.4999999999999998,sentiment
173,distil_joy_sum_hot,0.3834726995715116,0.3047594601788227,0.2365432999345549,ADA,0.4999999999999998,sentiment
174,vader_neu_sum,0.3667482262037638,0.2908682444837941,0.2384310174187075,ADA,0.4999999999999998,sentiment
175,others_dr,0.1776649048907571,0.091034105326015,0.0802232211806086,ADA,0.4999999999999998,technical
176,distil_fear_sum_pop,0.4681936446487093,0.3999392567732973,0.3195307525236899,ADA,0.4999999999999998,sentiment
177,volatility_bbm,0.5512786247365289,0.4744530411672314,0.3966579957638246,ADA,0.4999999999999998,technical
178,distil_anger_mean_pop,0.3754870070890346,0.2854044306473109,0.2021528406609107,ADA,0.4999999999999998,sentiment
179,roberta_Negative_sum,0.3666029826485056,0.2900156998322624,0.2328507327348739,ADA,0.4999999999999998,sentiment
180,trend_trix,0.4076230611779275,0.3123817931560563,0.2170293501904599,ADA,0.4999999999999998,technical
181,distil_anger_sum_hot,0.3832791206656449,0.2976202645280224,0.2111233632977356,ADA,0.4999999999999998,sentiment
182,distil_anger_mean,0.3414336907905823,0.2583577901306712,0.1800011282276362,ADA,0.4999999999999998,sentiment
183,vader_pos_wt_sum_hot,0.3704670820089952,0.2954187824595992,0.2397500057808349,ADA,0.4999999999999998,sentiment
184,distil_surprise_mean_hot,0.3494039039097762,0.2636902888464018,0.2128398078402133,ADA,0.4999999999999998,sentiment
185,vader_compound_sum,0.3303517382746757,0.2678503688948192,0.2262397008291641,ADA,0.4999999999999998,sentiment
186,distil_surprise_sum_hot,0.3798570094438088,0.2974054038981022,0.2436133382376164,ADA,0.4999999999999998,sentiment
187,distil_surprise_mean,0.3810362738059888,0.2880259927158862,0.2149743773473584,ADA,0.4999999999999998,sentiment
188,distil_surprise_wt_sum_pop,0.4008747732227488,0.3172611928010957,0.2265882573986241,ADA,0.4999999999999998,sentiment
189,volume_sma_em,0.3533567476627902,0.271223473131981,0.2220751972540744,ADA,0.4999999999999998,technical
190,roberta_Positive_mean,0.3445505969161229,0.2646480579718295,0.1973621253712331,ADA,0.4999999999999998,sentiment
191,volume_em,0.2168291896700937,0.1345690982994261,0.1041764612413087,ADA,0.4999999999999998,technical
192,distil_anger_wt_sum_hot,0.4363075722049118,0.3397622069035282,0.2334185044499877,ADA,0.4999999999999998,sentiment
193,trend_ichimoku_a,0.5294767179642661,0.4372701976928433,0.3606722709808008,ADA,0.4999999999999998,technical
194,volatility_kchi,0.2185585552027674,0.1354604334987937,0.0903305065018397,ADA,0.4999999999999998,technical
195,roberta_Positive_wt_sum,0.3651636562075922,0.2818065602944692,0.2034654854162824,ADA,0.4999999999999998,sentiment
196,distil_joy_wt_sum_pop,0.3896311592542961,0.3110207268311532,0.2299936874409494,ADA,0.4999999999999998,sentiment
197,distil_sadness_wt_sum,0.3629396542416819,0.2738675088043756,0.2182535799558968,ADA,0.4999999999999998,sentiment
198,distil_surprise_wt_sum,0.3919776092947077,0.302821732178249,0.222372980971485,ADA,0.4999999999999998,sentiment
199,volatility_dcw,0.3876783695194656,0.2450740712456331,0.1959336552898517,ADA,0.4999999999999998,technical
200,distil_joy_sum,0.3728087428848636,0.3037639398665044,0.2448323433530892,ADA,0.4999999999999998,sentiment
201,distil_fear_sum,0.3792589804519916,0.3032450410158686,0.2481285467383335,ADA,0.4999999999999998,sentiment
202,trend_psar_down,0.3583098313364989,0.2863951556719105,0.2216721556666337,ADA,0.4999999999999998,technical
203,volume_adi,0.3687810945688066,0.2750889818127209,0.2481743267278146,ADA,0.4999999999999998,technical
204,momentum_rsi,0.2453182229939658,0.1584915577023006,0.1388686893153854,ADA,0.4999999999999998,technical
205,momentum_stoch_rsi,0.2954478898175118,0.1957066885168495,0.1372886131012388,ADA,0.4999999999999998,technical
206,volume_cmf,0.199741532518674,0.1302436477639114,0.1209328490666349,ADA,0.4999999999999998,technical
207,roberta_Neutral_wt_sum,0.3820910905071427,0.3004561138317998,0.2115903848594365,ADA,0.4999999999999998,sentiment
208,vader_neg_mean,0.0,0.0,0.0,ADA,0.4999999999999998,sentiment
209,distil_sadness_wt_sum_hot,0.4004052896837745,0.3159693686242835,0.2412214692927792,ADA,0.4999999999999998,sentiment
210,anger_vs_joy_mean_pop,0.3624502808078677,0.2737959759452899,0.2146694520624956,ADA,0.4999999999999998,technical
211,distil_sadness_sum_hot,0.3821911136789073,0.3034791625344042,0.2392178290035427,ADA,0.4999999999999998,sentiment
212,nvda_open,0.5757266437371665,0.4799415594393895,0.3684009620366966,ADA,0.4999999999999998,fundamental
213,roberta_Negative_mean_hot,0.3447702230603411,0.2642650226628167,0.2018538296712879,ADA,0.4999999999999998,sentiment
214,distil_joy_mean_pop,0.3835309766181339,0.295586874221403,0.218317851976158,ADA,0.4999999999999998,sentiment
215,distil_joy_mean,0.6209909459770505,0.6124241062760226,0.4514749107876331,ALGO,0.75,sentiment
216,distil_joy_sum_pop,0.733440104406195,0.7098862620711044,0.5114772891958284,ALGO,0.75,sentiment
217,avg_upvote_ratio,0.6568962588076815,0.646162011236205,0.4684868753183674,ALGO,0.75,sentiment
218,momentum_pvo,0.251206425450808,0.1675927326958117,0.1326368275075496,ALGO,0.75,technical
219,distil_anger_sum,0.7108285832599505,0.6908001716950101,0.4982002719099525,ALGO,0.75,sentiment
220,gspc_open,0.989543433388311,0.9726393708127178,0.7361118934230652,ALGO,0.75,fundamental
221,gold,0.6446676120987677,0.5865689876053628,0.4743753687943651,ALGO,0.75,fundamental
222,distil_love_wt_sum_hot,0.6707420257252913,0.661696456033619,0.4851447369997107,ALGO,0.75,sentiment
223,trend_cci,0.1900480919508513,0.1135341931151566,0.0807664834763937,ALGO,0.75,technical
224,distil_surprise_sum_pop,0.7093992223573993,0.6919560180255928,0.5098983770853297,ALGO,0.75,sentiment
225,trend_visual_ichimoku_b,0.8958454428496702,0.8147901111437359,0.5783749016183141,ALGO,0.75,technical
226,vader_neg_sum,0.0,0.0,0.0,ALGO,0.75,sentiment
227,volatility_kcw,0.2348792483344955,0.1635316149122394,0.1186638936384594,ALGO,0.75,technical
228,score_total,0.6967886189524513,0.6533326140323742,0.4682307417556181,ALGO,0.75,sentiment
229,momentum_kama,0.8793121988924922,0.8651082268754009,0.6495712163834434,ALGO,0.75,technical
230,trend_kst_sig,0.2735814098738354,0.2202384221104454,0.1772020824849714,ALGO,0.75,technical
231,distil_sadness_mean_pop,0.7313583536300573,0.7110636445355917,0.5124210999884317,ALGO,0.75,sentiment
232,volatility_dcl,0.8939355973561554,0.8352296333317691,0.6239039722964539,ALGO,0.75,technical
233,vader_pos_sum,0.4301427537773807,0.3810986388828252,0.2641369287451237,ALGO,0.75,sentiment
234,roberta_Negative_sum_pop,0.7401422532027017,0.7164082484893313,0.5168970620683487,ALGO,0.75,sentiment
235,trend_adx_neg,0.3575211462058794,0.2938519086737955,0.1700825289896638,ALGO,0.75,technical
236,distil_fear_wt_sum,0.6658504461321819,0.6499681878309403,0.4655287928728161,ALGO,0.75,sentiment
237,momentum_uo,0.1831867475489583,0.1131535180281445,0.0942765518578857,ALGO,0.75,technical
238,vader_neg_wt_sum_hot,0.0,0.0,0.0,ALGO,0.75,sentiment
239,trend_macd,0.4038827326214134,0.346985788504035,0.2874558231662187,ALGO,0.75,technical
240,open,0.837757791552789,0.8205675854591777,0.6254041179541299,ALGO,0.75,fundamental
241,distil_love_wt_sum_pop,0.7437880882717756,0.7238002899345226,0.5172925621609548,ALGO,0.75,sentiment
242,btc_open,0.982365405341261,0.9660704303042704,0.7425367186095856,ALGO,0.75,technical
243,roberta_pos_vs_neg_mean_pop,0.7309422404870272,0.7093938788016725,0.5068494105895192,ALGO,0.75,technical
244,trend_psar_up_indicator,0.1059067477719413,0.0421851032191666,0.0275645588557109,ALGO,0.75,technical
245,vader_pos_wt_sum_pop,0.5122318572157736,0.4679030107592791,0.323951954275096,ALGO,0.75,sentiment
246,trend_aroon_down,0.2304025307006234,0.1556864426617338,0.0850754182660338,ALGO,0.75,technical
247,volume_vwap,0.8510605034760557,0.8418325910992833,0.6216158524192391,ALGO,0.75,technical
248,vader_compound_mean,0.4122082308300866,0.3652729024733416,0.2551273208916718,ALGO,0.75,sentiment
249,vader_neg_sum_pop,0.0,0.0,0.0,ALGO,0.75,sentiment
250,volatility_bbhi,0.1489480690957486,0.0787838553144336,0.0478450091191311,ALGO,0.75,technical
251,momentum_roc,0.1913834995360472,0.1148540852021723,0.0910371040495608,ALGO,0.75,technical
252,volatility_bbw,0.1995536082410114,0.1405341021607629,0.1078694932655136,ALGO,0.75,technical
253,vader_pos_mean_pop,0.5109179430633191,0.4672484309888656,0.3269190390141926,ALGO,0.75,sentiment
254,distil_joy_mean_hot,0.6401390613863643,0.6304158080467489,0.457842216805402,ALGO,0.75,sentiment
