,x,y,MIC,GMIC,TIC,sym,thresh
0,close_y,distil_joy_mean,0.6063805887198794,0.5783277939319093,0.4459984828660477,DOT,0.7
1,close_y,distil_joy_sum_pop,0.645915277890194,0.6243885992826123,0.4733606247788655,DOT,0.7
2,close_y,avg_upvote_ratio,0.594136164095213,0.5710813144086718,0.4421520393484715,DOT,0.7
3,close_y,momentum_pvo,0.3811589480119081,0.2848324701975805,0.2114662512935664,DOT,0.7
4,close_y,distil_anger_sum,0.564582671778473,0.534995222316109,0.409989471767252,DOT,0.7
5,close_y,gspc_open,0.7359626806998748,0.6940356751475897,0.5814902594470949,DOT,0.7
6,close_y,gold,0.5771915664641721,0.5234131021744604,0.42948784875200346,DOT,0.7
7,close_y,distil_love_wt_sum_hot,0.573012396992151,0.5340552808060179,0.40425656563183165,DOT,0.7
8,close_y,trend_cci,0.368485171474148,0.30466201035766793,0.19965624395745113,DOT,0.7
9,close_y,distil_surprise_sum_pop,0.6276055041232821,0.6072391432608829,0.46580995780348655,DOT,0.7
10,close_y,trend_visual_ichimoku_b,0.7623582595286887,0.6131419106155283,0.512698308348993,DOT,0.7
11,close_y,vader_neg_sum,0.0,0.0,0.0,DOT,0.7
12,close_y,volatility_kcw,0.30865966187524807,0.22996719622281603,0.18493776205675946,DOT,0.7
13,close_y,score_total,0.5756334817944194,0.5183931408389687,0.39315393565081885,DOT,0.7
14,close_y,momentum_kama,0.7346761846424171,0.6673243642732525,0.5410018171287931,DOT,0.7
15,close_y,trend_kst_sig,0.5255037435874526,0.4541755878044521,0.38407746362442774,DOT,0.7
16,close_y,distil_sadness_mean_pop,0.6317553152061434,0.612981056283775,0.4707949734529495,DOT,0.7
17,close_y,volatility_dcl,0.8357885335417804,0.7255579367078021,0.5828797135083349,DOT,0.7
18,close_y,vader_pos_sum,0.47932604704772985,0.4168319135580995,0.29768049827088605,DOT,0.7
19,close_y,roberta_Negative_sum_pop,0.6208332564212888,0.5964169954085938,0.45994760165493115,DOT,0.7
20,close_y,trend_adx_neg,0.28136384352078536,0.21877486859185336,0.18169185440280233,DOT,0.7
21,close_y,distil_fear_wt_sum,0.5812280598811527,0.5345990115674516,0.3993071934381175,DOT,0.7
22,close_y,momentum_uo,0.2700948815625551,0.21145709256020817,0.17539841495253108,DOT,0.7
23,close_y,vader_neg_wt_sum_hot,0.0,0.0,0.0,DOT,0.7
24,close_y,trend_macd,0.6342070008443328,0.5732216883017784,0.5087508417388177,DOT,0.7
25,close_y,open,0.6607850861429585,0.6383796293679989,0.5090912875774707,DOT,0.7
26,close_y,distil_love_wt_sum_pop,0.6208332564212888,0.5951485453459229,0.45806300207510453,DOT,0.7
27,close_y,btc_open,0.7241164621719461,0.7023423873097508,0.578442721123985,DOT,0.7
28,close_y,roberta_pos_vs_neg_mean_pop,0.6345385410345842,0.6136890922386231,0.4616932881994845,DOT,0.7
29,close_y,trend_psar_up_indicator,0.12304316248099859,0.050510933460918714,0.03391521458243105,DOT,0.7
30,close_y,vader_pos_wt_sum_pop,0.4868530526862197,0.43196380670635964,0.3432801082673408,DOT,0.7
31,close_y,trend_aroon_down,0.3236991318605661,0.24626572651451858,0.187805196500125,DOT,0.7
32,close_y,volume_vwap,0.6616215856826854,0.6394648436985396,0.5191758471361174,DOT,0.7
33,close_y,vader_compound_mean,0.48738527335422654,0.4247556493871143,0.29113696949039214,DOT,0.7
34,close_y,vader_neg_sum_pop,0.0,0.0,0.0,DOT,0.7
35,close_y,volatility_bbhi,0.18247926405332995,0.10910835894496078,0.06991422859420893,DOT,0.7
36,close_y,momentum_roc,0.3285703215843908,0.24913381943862048,0.19115817535323223,DOT,0.7
37,close_y,volatility_bbw,0.3205494621847527,0.2547266935990883,0.2218752364678681,DOT,0.7
38,close_y,vader_pos_mean_pop,0.4679929764437002,0.4131493852152681,0.34236061688725045,DOT,0.7
39,close_y,distil_joy_mean_hot,0.5701477492971709,0.5354281359438998,0.4228344408139852,DOT,0.7
40,close_y,distil_surprise_sum,0.5977979726260607,0.5664688794664158,0.4352606299930331,DOT,0.7
41,close_y,volume_nvi,0.5352099527362495,0.4325220177220194,0.3313650424814114,DOT,0.7
42,close_y,roberta_Positive_mean_hot,0.5603398229429752,0.5325343969042335,0.4156586964395275,DOT,0.7
43,close_y,amd_open,0.4986563897074572,0.41884502722530764,0.33047599101799197,DOT,0.7
44,close_y,roberta_Positive_sum,0.5680024114154342,0.5431561403324654,0.417814306219766,DOT,0.7
45,close_y,volatility_ui,0.4278482659678969,0.3349974135418211,0.24529991515996105,DOT,0.7
46,close_y,momentum_ppo_signal,0.5905298059979472,0.5088934106642907,0.40591941690973643,DOT,0.7
47,close_y,momentum_pvo_hist,0.311076353118364,0.24126663835392848,0.1770911343762238,DOT,0.7
48,close_y,others_cr,0.6598478723172857,0.6386859463597928,0.5113227898837145,DOT,0.7
49,close_y,trend_visual_ichimoku_a,0.6690983199461376,0.5710360604124523,0.4454951844916002,DOT,0.7
50,close_y,volumefrom,0.5088871566479588,0.49303813671890195,0.4031141889206748,DOT,0.7
51,close_y,volume_mfi,0.27491983698495925,0.21049624529135913,0.17605875858734668,DOT,0.7
52,close_y,momentum_stoch_signal,0.35072350191464025,0.2765099085046251,0.20042156350422557,DOT,0.7
53,close_y,close_y,0.99999695969687,0.999995862181086,0.9999861232996262,DOT,0.7
54,close_y,distil_sadness_mean,0.5780809851627838,0.557967863701807,0.432507811671492,DOT,0.7
55,close_y,vader_neu_wt_sum,0.5960005633069664,0.5305230596028979,0.3873501928357087,DOT,0.7
