,x,y,MIC,GMIC,TIC,sym,thresh
0,close_y,distil_joy_mean,0.18867844627538366,0.13664371973196632,0.11540464532222922,LTC,0.75
1,close_y,distil_joy_sum_pop,0.33620065145906614,0.27137302914473616,0.2020469592632308,LTC,0.75
2,close_y,avg_upvote_ratio,0.20996610595013657,0.1434475804539411,0.11644594698946109,LTC,0.75
3,close_y,momentum_pvo,0.2660693803948459,0.19548558094871468,0.14924419471903333,LTC,0.75
4,close_y,distil_anger_sum,0.2118489659114613,0.14619743814468728,0.11413875093158986,LTC,0.75
5,close_y,gspc_open,0.9999999999999989,0.9944988645497653,0.7486363927086082,LTC,0.75
6,close_y,gold,0.7160767906333678,0.6691104928541919,0.48708288615894346,LTC,0.75
7,close_y,distil_love_wt_sum_hot,0.2368947958649975,0.16242415589346723,0.1314686368119664,LTC,0.75
8,close_y,trend_cci,0.21263356816965795,0.13272626018719147,0.08988609706025645,LTC,0.75
9,close_y,distil_surprise_sum_pop,0.308409564680736,0.24442376474537203,0.1832199452910098,LTC,0.75
10,close_y,trend_visual_ichimoku_b,0.9378626412909582,0.863938656883107,0.5883675498296466,LTC,0.75
11,close_y,vader_neg_sum,0.15184438826659336,0.1148634359971041,0.06809629007322293,LTC,0.75
12,close_y,volatility_kcw,0.6570612932587535,0.6113541158026283,0.421580329772864,LTC,0.75
13,close_y,score_total,0.2122278133678355,0.14145018955294883,0.12454434285346064,LTC,0.75
14,close_y,momentum_kama,0.9628840103870112,0.9273831457034959,0.6801148385971618,LTC,0.75
15,close_y,trend_kst_sig,0.35260165430281026,0.2744092340977625,0.20539960607996094,LTC,0.75
16,close_y,distil_sadness_mean_pop,0.31959855332049103,0.2539345217342957,0.19490364788089232,LTC,0.75
17,close_y,volatility_dcl,0.9706074457640833,0.9342701105798324,0.6592051609985831,LTC,0.75
18,close_y,vader_pos_sum,0.19749564337391987,0.1260737812898841,0.09257743398362435,LTC,0.75
19,close_y,roberta_Negative_sum_pop,0.3220401495591291,0.25581601731069903,0.19438369891184987,LTC,0.75
20,close_y,trend_adx_neg,0.34210989034769806,0.2804175276519739,0.2052388434640657,LTC,0.75
21,close_y,distil_fear_wt_sum,0.23376006001375063,0.1646532760323483,0.1318615379005066,LTC,0.75
22,close_y,momentum_uo,0.26021184160883853,0.20258751991616653,0.14674678160087376,LTC,0.75
23,close_y,vader_neg_wt_sum_hot,0.15184438826659336,0.1148634359971041,0.06801437324040172,LTC,0.75
24,close_y,trend_macd,0.5702577605711041,0.501166710523753,0.32088011164799746,LTC,0.75
25,close_y,open,0.9592628197672588,0.92052526754808,0.6725205906531946,LTC,0.75
26,close_y,distil_love_wt_sum_pop,0.27277226191888226,0.20619135212952378,0.15736679099868728,LTC,0.75
27,close_y,btc_open,0.9999999999999989,0.9980746558468906,0.7495171517182551,LTC,0.75
28,close_y,roberta_pos_vs_neg_mean_pop,0.28650030443164803,0.22702365814060266,0.18716150312460847,LTC,0.75
29,close_y,trend_psar_up_indicator,0.10689328206121833,0.043078705242854204,0.027502368867259985,LTC,0.75
30,close_y,vader_pos_wt_sum_pop,0.32547572070048464,0.24911186882928718,0.17698646864292922,LTC,0.75
31,close_y,trend_aroon_down,0.20475473431651636,0.13083727010034932,0.07951290486492825,LTC,0.75
32,close_y,volume_vwap,0.9641092385247336,0.9318943380050679,0.68176482279258,LTC,0.75
33,close_y,vader_compound_mean,0.19519378480800154,0.1243578900596623,0.08891757915084098,LTC,0.75
34,close_y,vader_neg_sum_pop,0.23271893232006904,0.18636695952520607,0.10284579062549186,LTC,0.75
35,close_y,volatility_bbhi,0.1672599526347257,0.09445873102103325,0.057145622592728804,LTC,0.75
36,close_y,momentum_roc,0.20952589824466256,0.13067384867442358,0.10281946520532356,LTC,0.75
37,close_y,volatility_bbw,0.3419303045066979,0.28102475123600296,0.1921853396187536,LTC,0.75
38,close_y,vader_pos_mean_pop,0.27348525808240537,0.2051605960392189,0.1416918854428692,LTC,0.75
39,close_y,distil_joy_mean_hot,0.2463425069588175,0.1944466433702418,0.15278610578246368,LTC,0.75
40,close_y,distil_surprise_sum,0.19623837720144455,0.13676173504902628,0.11225237149464928,LTC,0.75
41,close_y,volume_nvi,0.8337846186169472,0.7564111113091413,0.50152106478601,LTC,0.75
42,close_y,roberta_Positive_mean_hot,0.2258708397288652,0.16573305269338756,0.1287078783589621,LTC,0.75
43,close_y,amd_open,0.8766632342016737,0.8396091431543821,0.5740346532122058,LTC,0.75
44,close_y,roberta_Positive_sum,0.21255150049315272,0.1530688467443433,0.11856450478795989,LTC,0.75
45,close_y,volatility_ui,0.22924006861638777,0.16467132900408932,0.12649832481588186,LTC,0.75
46,close_y,momentum_ppo_signal,0.38564977412954465,0.30840302839314704,0.23078649969173132,LTC,0.75
47,close_y,momentum_pvo_hist,0.1979274343620826,0.13256211709192556,0.1106702164306758,LTC,0.75
48,close_y,others_cr,0.9672729759312179,0.9268487048895953,0.6784917547432127,LTC,0.75
49,close_y,trend_visual_ichimoku_a,0.8935380566731027,0.8443657912230047,0.5969251906627319,LTC,0.75
50,close_y,volumefrom,0.410008349978063,0.3581149326772739,0.22868517352874437,LTC,0.75
51,close_y,volume_mfi,0.201822060561116,0.1396542442215763,0.09921712701628543,LTC,0.75
52,close_y,momentum_stoch_signal,0.21154186058639574,0.1335837665283069,0.0872348321144554,LTC,0.75
53,close_y,close_y,0.9999999999999999,1.0,0.9999997083681603,LTC,0.75
54,close_y,distil_sadness_mean,0.2067524459687336,0.14338460425430768,0.11792500110910406,LTC,0.75
