,index,high,low,open,close,conversionType,sym,date,tags,symbol,distil_joy_mean,distil_joy_sum_pop,avg_upvote_ratio,distil_anger_sum,gspc_open,gold,distil_love_wt_sum_hot,distil_surprise_sum_pop,vader_neg_sum,score_total,distil_sadness_mean_pop,vader_pos_sum,roberta_Negative_sum_pop,distil_fear_wt_sum,vader_neg_wt_sum_hot,distil_love_wt_sum_pop,btc_open,roberta_pos_vs_neg_mean_pop,vader_pos_wt_sum_pop,vader_compound_mean,vader_neg_sum_pop,vader_pos_mean_pop,distil_joy_mean_hot,distil_surprise_sum,ixic_open,roberta_Positive_mean_hot,amd_open,roberta_Positive_sum,volumefrom,distil_sadness_mean,vader_neu_wt_sum,distil_joy_wt_sum_hot,day_of_month,vader_compound_wt_sum,roberta_Positive_wt_sum_hot,retail_sales,daily_popularity_pop,vader_pos_wt_sum,roberta_Positive_wt_sum_pop,distil_love_sum_pop,distil_sadness_wt_sum_pop,vader_neg_mean_pop,distil_love_mean_pop,weight,weekday,distil_love_sum_hot,distil_anger_sum_pop,distil_fear_sum_hot,distil_anger_mean_hot,vader_pos_mean_hot,anger_vs_sadness_mean_pop,distil_fear_wt_sum_hot,roberta_Negative_wt_sum_hot,vader_neg_wt_sum,distil_fear_mean_pop,roberta_Negative_mean,distil_surprise_wt_sum_hot,roberta_Negative_wt_sum,joy_vs_fear_mean_pop,roberta_Neutral_sum,roberta_Negative_mean_pop,distil_sadness_sum,distil_sadness_sum_pop,distil_love_wt_sum,distil_sadness_mean_hot,distil_love_sum,vader_neg_mean_hot,distil_love_mean_hot,vader_neu_mean,ups,distil_surprise_mean_pop,vader_neg_sum_hot,roberta_Positive_sum_pop,daily_popularity,distil_love_mean,dji_open,distil_anger_wt_sum,distil_fear_wt_sum_pop,roberta_Negative_wt_sum_pop,distil_joy_wt_sum,distil_fear_mean_hot,nya_open,total_awards_received_total,SearchFrequency,roberta_Neutral_mean,distil_anger_wt_sum_pop,vader_pos_sum_hot,num_comments,roberta_Negative_sum_hot,downs,roberta_Positive_sum_hot,Unnamed: 0,roberta_Positive_mean_pop,vader_neg_wt_sum_pop,daily_popularity_hot,vader_pos_sum_pop,vader_pos_mean,distil_fear_mean,distil_joy_sum_hot,vader_neu_sum,distil_fear_sum_pop,distil_anger_mean_pop,roberta_Negative_sum,distil_anger_sum_hot,distil_anger_mean,vader_pos_wt_sum_hot,distil_surprise_mean_hot,vader_compound_sum,distil_surprise_sum_hot,distil_surprise_mean,distil_surprise_wt_sum_pop,volumeto,roberta_Positive_mean,distil_anger_wt_sum_hot,roberta_Positive_wt_sum,distil_joy_wt_sum_pop,distil_sadness_wt_sum,distil_surprise_wt_sum,distil_joy_sum,distil_fear_sum,roberta_Neutral_wt_sum,vader_neg_mean,distil_sadness_wt_sum_hot,anger_vs_joy_mean_pop,distil_sadness_sum_hot,nvda_open,roberta_Negative_mean_hot,distil_joy_mean_pop
0,1,1.047,0.9957,0.9986,0.9991,invert_divide,USDT,2019-07-23,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",USDT,0.07906779165402636,0.030329259783597958,0.14269028213166138,0.13204568459905078,3006.0196899786447,1423.5236210304126,0.11769242198769382,0.00200847996089932,0.0,-26.103862035257833,0.0045414189166414105,0.014322310985270061,0.017514656857788205,2.718729471298111,0.0,0.2197921829884598,10069.510879293495,0.01785459433040084,-0.04575854291795527,0.0021913135807463623,0.0,-0.0008308676307007615,0.009037170087976543,0.008704639835507502,8269.514516105988,0.01410135841170328,34.299947691325386,0.268421373074461,48350.34326398019,0.0262159326861496,-20.667972831765702,0.46099972248839194,26.6508620689655,0.07228470354265723,0.48854509266875523,477497.1491101225,17.465691509084174,0.1575454208379712,1.1303687677302472,0.0022240528196312377,0.507894999117116,0.0,0.0007666312738059122,0.6093428725519954,1.7162925135672644,0.0013652669632925499,0.066837470084606,0.020759275457579184,0.011427212896484351,0.00029097650588198374,0.020550435669262204,0.4595775199181096,0.27274049295402303,0.0,0.015768641082684484,0.028182687834968165,0.10265581191352383,-1.7042495786563534,-0.004436588633835578,0.2519011401557292,0.0067406369029561555,0.08711157178009263,0.012128862035258096,0.3889502317389694,0.003671963798159575,0.011919517477331724,0.0,0.000678414568375637,0.17363344119729002,-26.103862035257833,0.0007956062291434947,0.0,0.0655217607105541,-20.510427410927747,0.003831833350187084,27280.343624628906,-34.22558997792149,1.0316380790050625,0.5779194032478756,8.10660972460985,0.00839398995516905,13184.734524293892,-0.11589982135032083,-0.641168638554618,0.07253427967101503,1.134936663570119,0.0008625374995787386,0.6590041123133781,0.011043981528297437,0.0,0.03765031685037251,2003.0000000000002,0.024595231233357003,0.0,0.978846461556641,-0.0024926028921023052,0.004769329558094973,0.03701210688643966,0.024967212727946886,0.595020561566727,0.04070325108706664,0.02509185458590362,0.08901052684801321,0.028822332052448968,0.02942676205885375,0.009951408655562974,0.000424478376647454,0.006573940742239017,0.0011363754339838922,0.002594407928000823,0.21110184417824931,48323.21983436142,0.0779540617521155,0.3772108998550422,-10.323040059662116,0.7448950123157916,2.231008235581641,0.26959839805171004,0.2459761940877072,0.12364658964506003,-8.483125203087425,0.0,0.29535637490550415,0.013759802137054654,0.010105379714834696,43.62062687046885,0.004146314086358589,0.011332052448848913
1,2,1.016,0.9769,0.9991,1.001,invert_divide,USDT,2019-07-24,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.07986630695963284,0.04173078095430711,0.18995129725669208,0.2545313992459167,3009.5627782133192,1418.6370364529641,0.13019640208407948,0.0027544729834496286,0.0,1.7573022454002825,0.005976070333078144,0.043091650655610894,0.02327839687194535,6.021859505751971,0.0,0.2674892847118587,9934.998381532634,0.02273633883728439,0.026005964471708803,0.0065930225503085076,0.0,0.0004722072143651876,0.009076234055155077,0.012379877834438495,8276.41984695743,0.015929822217085877,33.73387398397615,0.3571723644357137,45336.923388974756,0.03073139178211482,13.769305962854524,0.5083615382227584,25.75738916256156,0.2174835608588673,0.6409607023778932,476286.96791673295,21.482475038402463,0.47400815721171996,1.452329295067236,0.002997218891601537,0.6333351028094145,0.0,0.001001629034665742,0.8313879298306455,2.0144520848080383,0.0016319720324169734,0.08870784373209312,0.025858900943328128,0.01441493554647062,0.0020075302524691025,0.026120136130091696,0.5222236839666738,0.33557450947971834,0.0,0.019278354256051712,0.030914164367334553,0.118912875042162,1.8676518161112714,-0.004771836672782168,0.3698764500238366,0.008443017253417706,0.10186704322744397,0.016802359283282598,0.5111965967477088,0.003963395114340613,0.014603594662660296,0.0,0.0006881566338740982,0.22458407176805412,1.7573022454002825,0.0010131098045447343,0.0,0.08711375145062604,14.243314120066223,0.004352187856637253,27272.423108084575,-5.865853967130299,1.2478535307567065,0.7354743336737258,9.654732407822067,0.00932221467816574,13196.169833224978,-0.04592307951595953,0.8526520568789833,0.10514117152776789,1.4878502415989385,0.005950893248390558,4.631363371519123,0.012703144667716408,0.0,0.045492576648416494,2004.0,0.031179356090702107,0.0,3.4567535426568465,0.0014166216430955428,0.014349519668318468,0.05224993788191805,0.026988419552268272,0.7882962791750363,0.05288331046039631,0.03209620646316985,0.10436521748551805,0.0397490706364456,0.06810788321800611,0.06865761849112724,0.0004921509710163774,0.019779067650925453,0.0014760529977993872,0.0034298780752062327,0.2586884686154596,45333.87049270472,0.1031173528547837,0.5881560362505572,5.575129602155464,0.933684853440876,3.5072630984884743,0.4139246281341967,0.2644284678984347,0.18359834881470022,6.800528546388879,0.0,0.33789709668886103,0.017589688879900242,0.01135608396053338,43.77556175446135,0.004401904713751214,0.014506517583269554
2,3,1.031,0.9865,1.001,1.0,invert_divide,USDT,2019-07-25,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.07934048127335105,0.05079351981598924,0.2273743426638865,0.3541432679729134,3010.6172663991656,1415.5482148213773,0.13956406997868098,0.0033442959442403315,0.0,26.479235680070047,0.007093712135925732,0.06584794927397851,0.02785403553518134,8.803123031549697,0.0,0.3040333510609887,9850.072328166994,0.02652884531527474,0.08511798729582834,0.010074736238918752,0.0,0.0015455426664548132,0.008988726210138886,0.015193259679800317,8275.4108483038,0.01730005735623091,33.2332805998472,0.4258571662651206,43048.83302430788,0.033716128844994274,44.080675123500605,0.5440434164393765,24.718527640941417,0.33233459998576864,0.7679961001858269,474614.4496159755,24.57088827386103,0.7243274420137635,1.702812263360159,0.0036098714514176114,0.7300318656015987,0.0,0.0011849667285707328,1.003870609265494,2.2760718044366577,0.001829885940286387,0.10604599068175286,0.029723751177755667,0.016854932742863808,0.0033780729055479094,0.030479647874475525,0.5707174458469364,0.3886287805049973,0.0,0.02197280017185469,0.033116536090284684,0.13142301750002477,5.034545555935482,-0.004990357491970394,0.4618320135247283,0.009771521320520213,0.11194692729509224,0.020503011790664803,0.6125248332950773,0.004130121972947338,0.01658936381667194,0.0,0.0006879237579460051,0.26451813029388127,26.479235680070047,0.0011807210833907184,0.0,0.10419719379825082,44.805002565514336,0.004716629187151999,27248.46790862814,19.321056008332775,1.413422658400766,0.8576638938598057,10.94071294201616,0.009981246866675121,13197.327771457632,0.016982580720067697,2.153720637702849,0.13070491104701357,1.763225716697363,0.010013573255731309,8.117234985588729,0.013970388187184615,0.0,0.05145901255256094,2004.9999999999998,0.036300366635794966,0.0,5.632997212203625,0.004636627999364423,0.021927367108234886,0.06413236777435907,0.028273562683351326,0.9380226599915172,0.06244689883099247,0.03757336001040126,0.1162413412690389,0.04852077812394841,0.10033527311892218,0.115530234475454,0.0005419821393125066,0.030224208716756188,0.0017344961881113207,0.004058675584704522,0.2952737855653079,43064.8512713356,0.12283583983272564,0.7679302238518556,19.591110303415626,1.0798328149014238,4.594058497122303,0.5333972569864138,0.2756710885003433,0.23031176816632865,20.179330760756702,0.0,0.3707048611075364,0.0205909173305169,0.012183859571401315,43.803133146709115,0.004593272146219867,0.016982442679884305
3,4,1.007,0.9841,1.0,1.002,invert_divide,USDT,2019-07-26,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.07763397917947408,0.057695655546406384,0.25572322297341754,0.4325330306481322,3009.419532702134,1414.1145260168269,0.14602820825970944,0.0037900086328618078,0.0,48.178453345361106,0.007919708272405741,0.08305000318348517,0.03133170994333406,11.093471060945832,0.0,0.33031611897673707,9810.047743236568,0.029319415686073144,0.13251174843344313,0.01270665048707327,0.0,0.00240610201811539,0.008787896404053237,0.01721499478871563,8267.289188754461,0.018248748342046477,32.794686310936044,0.4760717840382757,41421.83236329202,0.03532225124811335,70.43868795481711,0.5688917326014343,23.55822386425833,0.4191533660670488,0.8711541602952626,472531.1696620584,26.807067019645594,0.9135500350183366,1.8876284301053505,0.004074255679845222,0.8003105353101085,0.0,0.0013207135981885701,1.1307042563994747,2.50310155691135,0.001964585871426807,0.11920061253993425,0.032452014664361754,0.018784008379253123,0.004428572338138556,0.033725055028809264,0.6060647367641177,0.43239083475939444,0.0,0.023916876040986173,0.03481924087530314,0.14046391967203928,7.811055026134046,-0.0051022043492288185,0.5298352049013902,0.01075536319549112,0.11778638014233153,0.023306277042901138,0.6941725613703635,0.00418471726641916,0.01793516932126498,0.0,0.0006786911169002381,0.29432355623612594,48.178453345361106,0.0013024568744813485,0.0,0.11711909134514836,71.35223798983537,0.004939227408359786,27210.055311740747,41.45502116000843,1.532360797524234,0.9473728120522227,11.978490256717274,0.010393661173416457,13189.168007411023,0.0730268948288979,3.2736895947129656,0.14979812568986675,1.967465024301407,0.013127553716625013,11.13647313219061,0.014873972536959172,0.0,0.05569735136737361,2005.9999999999998,0.04007477888156428,0.0,7.519556249461628,0.007218306054346154,0.0276556510601006,0.07293010419626124,0.02888747191711595,1.0476542532159914,0.06959604482774692,0.04164476330121501,0.12488867488647819,0.055291628812624456,0.12655186779602856,0.1514573589505383,0.0005754484567054091,0.038119951461219756,0.001918199782131934,0.004498534807795114,0.32173160044391347,41452.33251714622,0.13754813339443525,0.9182006012869143,31.801977628943263,1.1867411125942868,5.501426805183044,0.6295761514450634,0.28035874329394905,0.26482984862128345,31.739182086263465,0.0,0.3944962639809813,0.02283009160945759,0.012627784760042855,43.716610463078354,0.004724409316428225,0.018814671691757365
4,5,1.076,0.9819,1.002,0.9996,invert_divide,USDT,2019-07-27,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.07489046526229495,0.0626153673233206,0.27576174280545795,0.49135242713966454,3006.2059552881756,1414.1933399204877,0.14982159951537594,0.0041036708389044375,0.0,66.97147031788306,0.008479422689739738,0.09515660872724312,0.033801557192241385,12.923854606194922,0.0,0.3472293253999909,9810.239650781346,0.03119535187138086,0.1691214707635931,0.01455896113526824,0.0,0.0030708485618941932,0.0084869944880234,0.01851529257830708,8252.85653691878,0.018812579687440666,32.41460988924024,0.5094122232307728,40391.6815992396,0.03570186636479744,93.01589776144846,0.5837528621721201,22.300424192665556,0.4802554042463951,0.9519377569089063,470088.7035091901,28.267147079941864,1.046722695999674,2.012588552799145,0.004402616757650127,0.8464963597513844,0.0,0.0014129388861869392,1.215802216775522,2.697491226690342,0.0020416490103642507,0.12852041091298624,0.034141879906646355,0.020238966349227776,0.005184996423261197,0.03595244171948851,0.6292714879234377,0.4673482009724442,0.0,0.025175479074338928,0.03605171659387452,0.14631326194313263,10.21180361202473,-0.005117430502386005,0.5759533983968086,0.011423756969557863,0.11982055792845595,0.025287612525488015,0.757377400962856,0.004139753887195492,0.01869935555833776,0.0,0.0006614338870456778,0.3148882890561424,66.97147031788306,0.0013823339866165252,0.0,0.12622644768303865,94.06262045744808,0.005034052586889081,27158.76260290354,60.655922699437355,1.6086832837141034,1.0074858164970844,12.782003281450537,0.010582032251109002,13172.650209504323,0.1224195982816681,4.224211418705314,0.16299344291744206,2.106970099847085,0.0153698108260957,13.70893198899318,0.015442158167297191,0.0,0.05835531989742222,2006.9999999999995,0.04261910884093873,0.0,9.12840943369551,0.009212545685682565,0.03168715070617201,0.07891385478012305,0.028894977049482035,1.1206456080482807,0.07453277707955148,0.04443186440922825,0.13055699502573825,0.0602157970001408,0.14720060328375184,0.17732709425837517,0.000594026498364652,0.04367688340580465,0.0020336585570734683,0.004767190095777432,0.33893571866739536,40432.484577028765,0.14769284424840642,1.0406343071837099,42.284807163563244,1.2578119624163175,6.239400396370622,0.7040211783468479,0.2791461196797681,0.2881955911009025,41.565983169156596,0.0,0.4099879011286469,0.024373815837275256,0.012726937739062354,43.52926311943529,0.004799309157039967,0.02005804857195293
5,6,1.006,0.9581,0.9996,0.9997,invert_divide,USDT,2019-07-28,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.07125360410610677,0.06573083432449395,0.2882537067801806,0.5322531973156016,3001.2129123232407,1415.6420264135343,0.15117702633389163,0.0042973423519585986,0.0,82.97480167424555,0.008798219335149286,0.10262656224836465,0.035353714377741166,14.325224679551507,0.0,0.3556647072716374,9845.963074841322,0.03224395579289913,0.19588137716531814,0.01570186402399983,0.0,0.0035567455903384973,0.008099270313174641,0.019164362465697325,8232.91456140612,0.019028235905321576,32.089570106757314,0.5274744893182057,39894.140925463056,0.03500708156837194,111.98485784803924,0.5894731806146218,20.96907498631635,0.5179562596674954,1.011849764229464,467338.626611579,29.02726425893558,1.1288921847320106,2.083503388937876,0.004607199865598086,0.8709145867418664,0.0,0.001465711835233526,1.2630778359365693,2.8611906982318605,0.002066652541624734,0.13435408740725785,0.034891535408109416,0.02125661054637698,0.005673313033935984,0.03725789207290883,0.6413436305301166,0.49398840787368126,0.0,0.025813506482805712,0.03684340111748339,0.14924872469823197,12.251414698925302,-0.0050460892092705194,0.6022539682539692,0.011805916733947885,0.11848461681275957,0.02652247572392185,0.8033769720618429,0.004007804727715744,0.018940266909788603,0.0,0.0006371272446912045,0.3271002682152851,82.97480167424555,0.0014243692285961498,0.0,0.13186626640364157,113.11375003277118,0.0050151747893683474,27096.167067597664,77.04364183816024,1.6464054525573677,1.0408876354404981,13.365190945741091,0.010568934752472016,13148.734046156702,0.16537042654951523,5.016938600475877,0.17086349019085423,2.1881428787704116,0.016817320779167394,15.854465733664851,0.015703205528455784,0.0,0.059580644947274525,2007.9999999999995,0.04404987252684703,0.0,10.471535544169921,0.01067023677101548,0.03417464522870547,0.08235432715844306,0.02836090787636948,1.1604512736882069,0.07745912421529796,0.046056111408058126,0.1334960783747215,0.06344745698416453,0.16272441561651863,0.19402754274095968,0.0005991928394598028,0.047105592071999436,0.002087367290148164,0.0048823757999509,0.3477599456518727,39941.47779787539,0.15370858310313304,1.136898480170219,51.116674492100486,1.2964475802643682,6.818011644384956,0.7582922045284691,0.2726879050583165,0.30145199652652377,49.7456346556835,0.0,0.4178963683699841,0.02528869413452286,0.012520396721064163,43.25436053164614,0.004821964600718769,0.020767417273535208
6,7,1.022,0.9872,0.9997,0.9998,invert_divide,USDT,2019-07-29,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",USDT,0.06686706029520256,0.06722023572768845,0.2939629195177582,0.556887081044035,2994.676781973281,1418.3179553771417,0.15032727130346757,0.004383082961614671,0.0,96.30496249105823,0.008901462155855959,0.10591866008996194,0.036078318595671316,15.328532293270134,0.0,0.3565140015325637,9912.533039456486,0.03255252937232923,0.21372569051765802,0.01620555499376422,0.0,0.003880756395995578,0.0076379737306322285,0.019232413868009016,8208.264930825844,0.0189324015085973,31.816085735484812,0.5318545877761687,39864.97053527482,0.03339000423216224,127.51812151923394,0.5868990633921278,19.58812260536397,0.534571477474037,1.0523930564596415,464332.51442343346,29.163554360812448,1.165105260989581,2.1061836960178777,0.004700250184454857,0.8758904640979952,0.0,0.0014831016879960149,1.276444459425551,2.9961498559941333,0.002045173649734274,0.13705034362909807,0.03479916967225091,0.021873744864289946,0.005919490043183075,0.037737490215465824,0.6432870957893747,0.5127989841926399,0.0,0.025895855477279295,0.037223732317614375,0.1495479883222644,13.944511672153531,-0.004898233727710922,0.610804288715858,0.011931056579888619,0.11421371295453647,0.027086324123699063,0.8334088946566132,0.0038014426804193245,0.018716247757515837,0.0,0.0006067463661456986,0.3318474331749084,96.30496249105823,0.0014325794092201237,0.0,0.1343855510986771,128.68322678022344,0.0048966640824260515,27023.845991304268,90.7380597877178,1.6495426396410195,1.0504629971285715,13.741992179114071,0.010376943330224753,13118.379185787331,0.20208911510357647,5.663523630820643,0.17398089497121785,2.217385296507402,0.017547059770864126,17.592928543874052,0.01568537507069207,0.0,0.05952105332149826,2008.9999999999995,0.04448358595221786,0.0,11.560913360149518,0.01164226918798672,0.03527091380995737,0.08352222896371973,0.02735009419369818,1.1705257993355913,0.07857711486387817,0.04663895237132178,0.1339557016213303,0.06514078306236268,0.17356624082875538,0.20244680674028692,0.000592424055160429,0.04861666498129259,0.002085820758568263,0.004861826271614944,0.3490780868134644,39915.48252657827,0.15603396066710906,1.2086602588744195,58.37465519937987,1.3060501820352912,7.247292922925968,0.7939490968266295,0.26163878683011044,0.3056420658194852,56.3640371920916,0.0,0.41893826152444424,0.02564133062175334,0.012047239918652633,42.90517211557713,0.00479636858012831,0.02099762174956838
7,8,1.018,0.981,0.9998,1.002,invert_divide,USDT,2019-07-30,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",USDT,0.06187449841387538,0.0672617507106662,0.29365318563836357,0.5669058181930557,2986.8339424042465,1422.0784966924844,0.14750511701231492,0.004372952457463032,0.0,107.07846784493063,0.008814515099081318,0.1054916985951473,0.03606550694186966,15.964728459605345,0.0,0.350668945123657,10005.264568666833,0.03220837453137239,0.22358863369965268,0.016140229885057575,0.0,0.004059844271412708,0.007116354591521433,0.018789656202364814,8179.709313787318,0.01856176101017594,31.590675547420272,0.5241485240802553,40239.930621987325,0.031002741729493744,139.7882420796771,0.5768768859678259,18.181513409961678,0.5324166028097075,1.0750705078021452,461121.9423989618,28.752153189758204,1.1604086845466195,2.0864402315354846,0.0046940128949862,0.863749239636211,0.0,0.0014691776871420923,1.2598154327854014,3.1043185844353873,0.001982789519218886,0.1369578811848559,0.03396297120257081,0.022127173196555876,0.005949495324022616,0.03748732027355507,0.6361078149064321,0.5242674586588548,0.0,0.025487423268652422,0.03722214806575203,0.14748873320015704,15.305717917027188,-0.004683917315535779,0.6036717340254614,0.01182839059860751,0.10744300251308077,0.027054615210316074,0.8487107887364551,0.003533240637745647,0.018085642483417798,0.0,0.0005712664277180406,0.3300177233963666,107.07846784493063,0.0014109813372883478,0.0,0.1341313053598652,140.94865076422363,0.004692590532690656,26943.376659504494,101.8590577596507,1.6221101805520521,1.039096629807412,13.92634591109461,0.010028632637086476,13082.54529681538,0.23278539941498871,6.175619000535589,0.1729182847196477,2.2010992884940705,0.017636003996209914,18.94417459728918,0.015416927244263155,0.0,0.058324271824661156,2009.9999999999995,0.04403676512997991,0.0,12.408521660898947,0.012179532814238114,0.0351287356321841,0.08268826782845161,0.025927365797388035,1.154323734190256,0.0780887776541839,0.04630183537263638,0.13218564145346706,0.06544994953240235,0.1801690149548888,0.20347298859835194,0.0005751967206360979,0.04842068965517268,0.0020355137395460052,0.004723275862068985,0.34376394756829,40290.66911002957,0.1551075876488284,1.2575867819242872,64.13582487022629,1.2900219836259388,7.537276605693579,0.8125517220780314,0.24665345239566588,0.3018087999011248,61.50709142462833,0.0,0.4138301764114781,0.025498329419519662,0.01134654554443212,42.494967287094475,0.004726514027932267,0.02080350595311666
8,9,1.005,0.9507,1.002,1.001,invert_divide,USDT,2019-07-31,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.056419583046418316,0.06603355845118919,0.2880883097621696,0.5639611486307556,2977.920771782088,1426.7810202407372,0.14294334604864478,0.004279010629094064,0.0,115.41183281247248,0.008562742112046932,0.10180447410703293,0.03540541651217413,16.26476419081168,0.0,0.3390212749858045,10119.472686512352,0.03129879319172987,0.22640442959034193,0.01557608453837608,0.0,0.004110972509137166,0.00654766274696752,0.017906298885887368,8148.049378899906,0.017952998922965577,31.409858314561234,0.5059523037060594,40954.78137891301,0.027997401433691834,148.96777283401323,0.5602530238049046,16.773193760262718,0.5138071808181945,1.081384992459681,457758.4859923725,27.86919654995855,1.1198492151773614,2.0300837529870295,0.004600733177957875,0.8368161611729537,0.0,0.001428009075339443,1.2171041015590536,3.187646768013849,0.0018850773346045888,0.13442540168088032,0.03248112850256905,0.02205369943676399,0.005789296749474768,0.036603466373572154,0.6208117190865088,0.5288813600018604,0.0,0.024653107067817873,0.036868086233380976,0.14334863971683703,16.349656818864034,-0.004413193230573652,0.5829236784257652,0.011527132881331996,0.09860764164768655,0.026502806469269294,0.850520274290657,0.0032157714921341213,0.017106795469392807,0.0,0.0005316626057171108,0.32249907834101416,115.41183281247248,0.0013635918216007232,0.0,0.13145053277892577,150.0876220491905,0.004417024206790628,26856.33635767949,110.52651696549968,1.5681234108774587,1.0096732617231268,13.932191071207848,0.00954657732577644,13042.19204766002,0.25766901495488903,6.564877200416703,0.16824828689725835,2.145686790166432,0.017161129650228788,19.92805807157866,0.014926122499426153,0.0,0.056138027261330964,2010.9999999999998,0.04282592607306188,0.0,13.026339225682865,0.012332917527411481,0.033900889877642025,0.08012315138513718,0.024157552483358935,1.1152996274520226,0.07619614121510698,0.04516620848561907,0.1284356745590341,0.06452913069195058,0.18297567402934545,0.1979941906571498,0.0005489874110563768,0.04672825361512818,0.0019429410102936324,0.004484458922612445,0.33269133333246814,41003.20789512148,0.15136807475678493,1.2853451879477993,68.47725908946458,1.2517652009331626,7.697995066387708,0.8156599471193767,0.228386589155499,0.2909951996927805,65.2606979995411,0.0,0.403288708850537,0.024926294648374772,0.010457391811006975,42.03701546206439,0.004616393876794319,0.020239913837244234
9,10,1.011,0.9538,1.001,1.004,invert_divide,USDT,2019-08-01,"[""payments"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""solana-ecosystem"",""arbitrum-ecosytem"",""moonriver-ecosystem"",""injective-ecosystem"",""bnb-chain""]",0,0.0506459787771244,0.06371383812701947,0.27803209650934896,0.5497048122252259,2968.173648272757,1432.2828959030749,0.1368747410006682,0.0041133172660981435,0.0,121.42157247029337,0.008171507141974366,0.09531578296873112,0.03418818440242256,16.259590499143695,0.0,0.3224627280598932,10250.472417033037,0.029911087275102943,0.22310730106876572,0.014583314794215901,0.0,0.004051104401716221,0.005945148048095758,0.01665255133569933,8114.08679477297,0.017142799759874316,31.270152808905237,0.47886193212917516,41945.28299936431,0.024526090718081893,155.2292670868868,0.5378738523665518,15.387110016420358,0.4810587566431852,1.0728393846349547,454293.72065787384,26.59082024559921,1.0484736126560414,1.9429250178688482,0.004432656214135639,0.7974164765246641,0.0,0.001363665095255752,1.1522238112894418,3.2480842911877463,0.0017576142804173974,0.12980160672352034,0.030451830075745603,0.021690127478503497,0.005464862192559678,0.03518201264191264,0.5984047395348253,0.5271282169511912,0.0,0.0234578040856684,0.036190984691985784,0.13740538825723153,17.090951762981838,-0.004096114730653105,0.5506274961597557,0.011056497519289516,0.0881427865176479,0.025506355386055148,0.8400749713085078,0.002861608136024158,0.01583805109733921,0.0,0.0004889100764517897,0.3101794374702054,121.42157247029337,0.001294427670957151,0.0,0.12669023694757878,156.27774069954276,0.004084035171354431,26764.302371310398,116.86031861680537,1.4915976662042323,0.9650776211218237,13.77346658897892,0.008953352049013902,12998.279106740423,0.2769496971944145,6.842950721259967,0.1605435289651645,2.057549736960501,0.01619941292794478,20.564433144410916,0.014241221286438184,0.0,0.05311004643607539,2011.9999999999998,0.04096758479439247,0.0,13.426344833765919,0.012153313205148657,0.03174015572858752,0.07609758726627497,0.022105484047530773,1.0569080283207128,0.07310123417553922,0.04335351978388699,0.12295557762593386,0.06253250083867448,0.18242915408655191,0.1868985152586755,0.0005152727015908332,0.04374994438264769,0.0018145973480233864,0.00416310980454475,0.31673404952211826,41989.26922874614,0.1452540326994726,1.2936026155729325,71.47603344191971,1.194682049853815,7.739480678708278,0.8048336387873679,0.20749288451012587,0.2742442661157903,67.71075756307731,0.0,0.38803045466107183,0.023991830428871624,0.009418856930981554,41.544586056353104,0.004470001059378144,0.019361689355015307
