,index,high,low,open,close,conversionType,sym,date,tags,symbol,roberta_Positive_sum,vader_neu_mean,distil_joy_wt_sum,roberta_Negative_sum,roberta_Positive_sum_hot,vader_neg_wt_sum_hot,volumeto,distil_anger_wt_sum,gspc_open,vader_neg_mean_pop,num_comments,btc_open,distil_joy_sum_pop,nvda_open,distil_love_mean_hot,vader_pos_mean,daily_popularity_hot,roberta_Negative_mean_hot,distil_fear_mean_hot,distil_sadness_mean_pop,daily_popularity,roberta_Neutral_mean,distil_surprise_mean,distil_joy_mean_hot,ixic_open,distil_anger_wt_sum_hot,distil_sadness_wt_sum_pop,distil_surprise_wt_sum,distil_joy_sum,distil_anger_sum,roberta_Positive_wt_sum_pop,distil_anger_mean_hot,roberta_Negative_mean_pop,vader_neg_mean_hot,distil_joy_mean_pop,vader_pos_mean_pop,distil_anger_sum_pop,distil_surprise_wt_sum_pop,distil_sadness_sum,roberta_Positive_mean_pop,distil_love_wt_sum_pop,gold,total_awards_received_total,ups,distil_love_wt_sum_hot,downs,vader_pos_wt_sum_pop,nya_open,day_of_month,roberta_Positive_wt_sum,distil_love_wt_sum,weekday,distil_sadness_mean,distil_joy_wt_sum_pop,vader_neg_mean,amd_open,vader_compound_sum,distil_fear_wt_sum_hot,distil_love_mean_pop,distil_surprise_sum,distil_fear_sum_pop,distil_sadness_mean_hot,vader_pos_sum,weight,distil_fear_sum_hot,distil_joy_wt_sum_hot,SearchFrequency,roberta_Negative_sum_pop,distil_surprise_sum_hot,distil_sadness_wt_sum_hot,distil_fear_mean,daily_popularity_pop,vader_neg_wt_sum,distil_anger_mean_pop,anger_vs_joy_mean_pop,score_total,roberta_Neutral_sum,avg_upvote_ratio,roberta_Negative_mean,distil_anger_sum_hot,distil_anger_wt_sum_pop,vader_pos_sum_pop,distil_love_mean,volumefrom,distil_joy_sum_hot,vader_neu_wt_sum,vader_pos_mean_hot,distil_surprise_mean_hot,roberta_Negative_wt_sum_hot,distil_sadness_sum_hot,distil_fear_mean_pop,roberta_Positive_mean_hot,vader_neg_sum_hot,vader_neg_sum,distil_surprise_wt_sum_hot,distil_fear_wt_sum,Unnamed: 0,vader_compound_wt_sum,vader_pos_sum_hot,vader_pos_wt_sum,distil_surprise_sum_pop,distil_love_sum_hot,vader_pos_wt_sum_hot,roberta_Negative_wt_sum_pop,vader_neg_sum_pop,distil_fear_wt_sum_pop,vader_neg_wt_sum_pop,distil_joy_mean,distil_sadness_sum_pop,anger_vs_sadness_mean_pop,distil_sadness_wt_sum,dji_open,distil_anger_mean,roberta_Positive_sum_pop,roberta_Positive_mean,roberta_pos_vs_neg_mean_pop,distil_love_sum_pop,vader_compound_mean,distil_surprise_mean_pop,retail_sales,roberta_Negative_wt_sum,roberta_Positive_wt_sum_hot,roberta_Negative_sum_hot,vader_neu_sum,distil_fear_sum,roberta_Neutral_wt_sum,distil_love_sum,joy_vs_fear_mean_pop
0,696,7.1e-06,6.09e-06,6.31e-06,6.83e-06,direct,SHIB,2021-06-23,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.23177968749999264,0.2177455357142788,9.870903348213972,0.056383928571426774,0.048294419642855614,0.0,533230.4154285546,21.378826116070744,4245.943441881316,0.0,30.61674107142759,35009.74143080246,0.014942187499999525,190.37744403225432,0.0007006696428571206,0.029129464285713363,14.637466071428106,0.004818973214285562,0.014590848214285251,0.002202455357142787,54.966294642855395,0.11715133928571059,0.003530803571428459,0.00898147321428543,14280.761637441996,1.052032583994847,0.3963586721772519,0.8032165178571173,0.10621741071428234,0.2083741071428505,0.9745661209004176,0.016458258928570908,0.0036421874999998842,0.0,0.005988169642856953,0.0028611607142856234,0.031451562499998996,0.1846293537699419,0.03837366071428449,0.013673437499999566,0.18217548546699544,1777.3954450879214,0.18660714285713678,17.03258928571374,0.210112534155318,0.0,0.43456881664640284,16468.84206521118,22.374999999999297,22.488824553570712,0.8427031249999731,3.073437499999902,0.017287946428570882,0.6433814470332405,0.0,85.42952139207023,0.02674084821428487,1.0083275481967824,0.00040312499999998726,0.007779910714285466,0.02357120535714211,0.0031968749999998986,0.05825892857142673,0.5450892857142684,0.03421718749999891,0.7349625800970997,11.41473214285678,0.008648214285714013,0.0016558035714285188,0.45644454933761186,0.08365424107142594,9.28064866071399,0.0,0.01279866071428531,0.0068104910714283555,17.03258928571374,0.25692566964284896,0.19486941964285098,0.02562946428571347,0.04423526785714146,0.8997124691959653,0.005554017857142681,0.0036167410714284566,72110482924.10486,0.023512276785713538,43.31450892857004,0.005128124999999838,0.0006716517857142645,0.5826215256815287,0.00825691964285688,0.010431026785713955,0.018745758928570833,0.0,0.0,0.2091783203371299,18.276647321427983,14710.499999999534,5.345839285714117,0.010134151785713967,11.651785714285346,0.0011720982142856772,0.0018069196428570856,0.49846885712211914,0.5101658451106338,0.0,0.8977465334959744,0.0,0.04710089285714136,0.005513616071428396,0.010596205357142521,3.793998214285593,33993.24416067832,0.09168749999999709,0.0331508928571418,0.10409419642856811,0.010031249999999683,0.0011600446428571061,0.013341294642856721,0.00040312499999998726,558037.3312499822,6.508233705356934,1.1163880877726897,0.012170535714285325,0.4868303571428416,0.1760249999999944,25.96923638392774,0.008307142857142595,-0.004442857142857001
1,697,7.44e-06,6.57e-06,6.83e-06,7.21e-06,direct,SHIB,2021-06-24,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.22967031249999265,0.2088169642857076,9.261990401785415,0.055344866071426795,0.04486249999999857,0.0,564006.419343732,19.35504821428509,4253.4897529600685,0.0,27.612276785713398,34655.02314508817,0.01539754464285665,192.2303389583254,0.000633705357142837,0.02578124999999918,13.050136830356726,0.0043714285714284325,0.01326941964285672,0.0022325892857142145,50.585714285712655,0.11182098214285358,0.0033276785714284655,0.008192410714285454,14317.015669250033,0.9538971961341101,0.3880758094939243,0.7244330357142623,0.10613147321428229,0.2074801339285648,0.9521713733518085,0.015140178571428088,0.0036265624999998842,0.0,0.006090848214285519,0.0029749999999999052,0.03183102678571327,0.1800239535121695,0.038738616071427326,0.013745982142856704,0.1782327182488517,1773.6354441778435,0.22901785714284967,15.254687499999507,0.1895162641437715,0.0,0.451859353117745,16487.415763200504,21.828124999999314,20.61343504464219,0.7609241071428327,2.926562499999907,0.01653906249999947,0.6302795244592869,0.0,86.30928669827048,0.02366718749999925,0.912539616563539,0.0004109374999999869,0.007712946428571182,0.024167187499999226,0.002935714285714192,0.05156249999999836,0.5428571428571254,0.03176852678571328,0.6677945856281449,11.18415178571393,0.008747544642856863,0.0015285714285713798,0.41421390750357023,0.07916205357142606,9.349436607142557,0.0,0.01276964285714245,0.006678794642856929,15.254687499999507,0.25784196428570605,0.18493638392856554,0.02395535714285638,0.041312276785712976,0.8823080271825886,0.005774999999999816,0.0033823660714284633,75592731808.03333,0.021867187499999306,40.27321428571298,0.004612499999999854,0.0006002232142856952,0.5254321734558504,0.0077189732142854675,0.010551562499999662,0.01712633928571374,0.0,0.0,0.1882518125899862,16.968044642856594,14711.499999999533,4.73137499999985,0.009115178571428283,10.312499999999671,0.0011899553571428191,0.0016718749999999466,0.44834858812446543,0.4987162807288876,0.0,0.8763251200793762,0.0,0.044719196428569995,0.005660937499999819,0.010537053571428237,3.5152738839284576,34045.97811802347,0.08745647321428292,0.033769196428570354,0.09882187499999685,0.010119419642856823,0.0011912946428571046,0.011807812499999624,0.0004109374999999869,557993.0124999823,5.884033928571239,1.0104468425654007,0.011264285714285354,0.4912946428571271,0.1746968749999944,24.088245312499225,0.00809843749999974,-0.0044607142857141435
2,698,8.5e-06,6.72e-06,7.21e-06,7.07e-06,direct,SHIB,2021-06-25,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.21961674107142154,0.19374999999999382,8.254018303571161,0.05234151785714118,0.04021517857142729,0.0,588620.2842968564,16.617223437499465,4259.2623087200445,0.0,23.482812499999245,34423.87839508818,0.015394196428570938,193.7336180823128,0.0005511160714285539,0.021874999999999305,11.09190022321393,0.0038133928571427358,0.01161093749999963,0.002199107142857073,44.135937499998576,0.10330089285713956,0.0030263392857141887,0.007194642857142628,14342.195523506798,0.8286129109563409,0.36864247533139577,0.6157834821428373,0.10215156249999673,0.19936406249999364,0.9024264759615301,0.013450446428571001,0.0035082589285713173,0.0,0.0060183035714283795,0.0030129464285713332,0.031280803571427575,0.17024578746043523,0.03769285714285593,0.013425669642856719,0.16920646810643578,1771.025372477884,0.2591517857142773,12.845089285713868,0.16337614316683907,0.0,0.4576228652748591,16489.81218545044,21.080357142856474,17.87889486607085,0.649703124999979,2.795312499999911,0.015304687499999513,0.5989799797519553,0.0,87.04088235412047,0.020081249999999363,0.7889101349005493,0.00040647321428570135,0.00736808035714262,0.024044419642856373,0.002599776785714203,0.04374999999999861,0.5216517857142691,0.028445982142856235,0.5804697766004356,10.931249999999652,0.008591294642856868,0.0013589285714285281,0.35965364011411327,0.07245334821428341,9.14482499999971,0.0,0.012380133928571036,0.006361830357142655,12.845089285713868,0.24969352678570628,0.169936383928566,0.021583705357142168,0.03728549107142738,0.8399657716184694,0.005848660714285528,0.0030497767857141887,78228481986.60468,0.019619419642856517,35.38593749999885,0.004003124999999873,0.0005131696428571265,0.4528577616257016,0.006967857142856919,0.010369642857142527,0.01507611607142809,0.0,0.0,0.1617048496552735,14.909481026785233,14712.499999999533,4.014499999999873,0.00791093749999975,8.749999999999721,0.0011732142857142484,0.001492187499999952,0.38911554294542017,0.4730520874159328,0.0,0.8295152066416648,0.0,0.04100714285714155,0.005639732142856963,0.010181026785713962,3.0897281249999002,34083.928997801646,0.080758928571426,0.033393080357141794,0.09074040178571138,0.0099174107142854,0.0011868303571428193,0.010018749999999682,0.00040647321428570135,557940.7796874823,5.031773883928409,0.8744675238245548,0.010052232142856821,0.47790178571427044,0.16748482142856608,21.225268749999316,0.007604017857142614,-0.004351339285714148
3,699,7.54e-06,6.91e-06,7.07e-06,7.48e-06,direct,SHIB,2021-06-26,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.14635334821428092,0.13035714285713862,6.2588933035712255,0.03311450892857034,0.0297540178571419,0.0,603504.197328106,12.475797098213881,4266.66819926657,0.0,17.215848214285156,34177.43537053464,0.009110267857142557,195.16479159763261,0.0004107142857142725,0.01741071428571373,8.530724999999727,0.0027651785714284823,0.008181026785714023,0.0013848214285713833,32.83258928571322,0.0725645089285691,0.001740848214285657,0.005228794642856974,14372.815499659493,0.6269449096560196,0.24813890565058938,0.42301473214284335,0.06668705357142637,0.15120401785713797,0.6076545576227949,0.010460937499999665,0.002232589285714213,0.0,0.00378772321428559,0.002257812499999927,0.019591517857142214,0.11450148457122708,0.02599732142857058,0.008578124999999721,0.11476407293057846,1770.6828936167562,0.2770089285714197,9.297544642856842,0.11924864645885488,0.0,0.3429289733482885,16496.75394287057,20.165178571427933,13.066027455356718,0.4651651785714135,2.710937499999913,0.010505133928571088,0.4010271643496549,0.0,87.82018136126372,0.015983035714285207,0.5722597570315244,0.0002209821428571355,0.004129687499999863,0.01404821428571382,0.0019359374999999377,0.03482142857142746,0.35491071428570264,0.01990424107142793,0.42751167171250787,10.743749999999658,0.005226339285714114,0.0009359374999999697,0.2662157731999347,0.0461468749999985,5.9668138392855194,0.0,0.008170758928571161,0.004383035714285572,9.297544642856842,0.1754428571428514,0.11683660714285335,0.01374732142857098,0.029412723214284772,0.5753897797065527,0.004382812499999858,0.0019017857142856523,79593756830.35466,0.014448660714285248,25.868303571427727,0.003299999999999895,0.00032611607142856087,0.33181403606478105,0.005244196428571259,0.0065102678571426435,0.011076339285713931,0.0,0.0,0.11573753980447671,10.89274866071393,14713.499999999536,3.1952142857141843,0.006521428571428364,6.964285714285492,0.0006999999999999769,0.0010991071428571074,0.3207697215849834,0.32110210988346377,0.0,0.5534459449629344,0.0,0.026767857142856268,0.003382812499999888,0.006785937499999779,2.3169703124999246,34134.128863524296,0.06066830357142662,0.02016785714285648,0.06141383928571229,0.006345535714285507,0.0007247767857142618,0.007974107142856889,0.0002209821428571355,557881.7633928395,3.6402363839284533,0.6429847005483647,0.007353124999999763,0.3200892857142752,0.10220290178571093,16.126283258928048,0.004714508928571273,-0.0027225446428570535
4,700,7.88e-06,7.27e-06,7.48e-06,7.86e-06,direct,SHIB,2021-06-27,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.10417700892856793,0.07645089285714028,4.450987276785569,0.024460714285713468,0.0167008928571423,0.0,606458.8596718558,7.8928004464283115,4275.27673252637,0.0,10.91607142857107,33940.05247321321,0.004059821428571279,196.6897479431907,0.00022812499999999247,0.01238839285714246,5.575609598214105,0.0014517857142856657,0.00414374999999986,0.0006881696428571184,21.967857142856424,0.04437745535714138,0.001191517857142817,0.0027448660714284793,14407.089744785391,0.39640530329450413,0.14905909665686395,0.26266116071427703,0.05092075892856973,0.09726249999999675,0.3643216005569095,0.005629464285714099,0.0011604910714285307,0.0,0.0018631696428570764,0.0016924107142856585,0.009319419642856808,0.06849721029357939,0.019561383928570777,0.004236160714285566,0.06995617985565965,1770.1160136358515,0.28258928571427666,5.643303571428385,0.07257406943601559,0.0,0.2570526422072883,16509.498721530934,19.11607142857082,8.49558124999972,0.29878058035713306,2.999999999999905,0.00644508928571407,0.23882092489592793,0.0,88.56348721299567,0.011372544642856778,0.34433411003040576,8.57142857142824e-05,0.0033962053571427427,0.006091071428571202,0.001037946428571394,0.02477678571428492,0.25825892857141997,0.010494866071428218,0.26343638488560084,10.509374999999666,0.002488616071428482,0.0004642857142856985,0.16467210933847365,0.03190825892857037,3.4718234374998795,0.0,0.004164955357142712,0.002301785714285635,5.643303571428385,0.12962120535713856,0.07503861607142606,0.008244642857142579,0.017823660714285126,0.3565678548229293,0.0032852678571427484,0.0012165178571428162,79366505714.2832,0.008353348214285435,17.01249999999944,0.0025031249999999203,0.00015468749999999473,0.20235781389256288,0.003082366071428469,0.0033031249999998843,0.005647321428571239,0.0,0.0,0.06779142660165458,7.484199107142611,14714.499999999533,2.2735178571427843,0.004946651785714127,4.955357142856983,0.0003062499999999888,0.0006395089285714073,0.24331112404315497,0.19577242282140553,0.0,0.32646835858960155,0.0,0.016671651785713726,0.001512053571428516,0.003476785714285593,1.5784285714285196,34194.707597132,0.03131584821428466,0.009115401785713954,0.03619062499999878,0.0030756696428570346,0.0003410714285714163,0.005673883928571246,8.57142857142824e-05,557817.0941964108,2.339712053571352,0.39189012343136836,0.004195089285714146,0.23348214285713503,0.08348236607142578,11.13257946428535,0.0036283482142855936,-0.0014399553571428068
5,701,8.2e-06,7.6e-06,7.86e-06,8.08e-06,direct,SHIB,2021-06-28,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.10289129464285376,0.07310267857142615,2.5294359374999162,0.023062276785713532,0.01283258928571386,0.0,611569.2464664986,3.49904598214274,4284.35583321694,0.0,3.8691964285712954,33673.638183034636,0.007010714285714052,198.034796953195,0.00014441964285713803,0.006808035714285492,2.71074687499991,0.000942857142857111,0.002795535714285619,0.0010073660714285382,10.752455357142498,0.04036294642857009,0.0010408482142856797,0.0018821428571427937,14443.273371232797,0.2322338412247102,0.16067289321752334,0.08754062499999696,0.05001339285714122,0.09489308035713974,0.3886882338400445,0.004159598214285576,0.0015187499999999498,0.0,0.0027749999999999073,0.002014955357142792,0.013803794642856686,0.0724114103437188,0.01967968749999936,0.005924776785714091,0.07457002085159509,1770.627592740684,0.27589285714284834,1.5752232142856595,0.03928764317752765,0.0,0.30604249554275825,16524.59940403477,17.966517857142286,3.813679464285585,0.11896361607142455,3.289062499999895,0.005922767857142661,0.2593532166348697,0.0,89.29540020227145,0.006249776785714083,0.1865419199280719,0.00016495535714285158,0.0034140624999998885,0.010585491071428216,0.0007522321428571179,0.013616071428570985,0.254910714285706,0.008248214285714008,0.15101452148272182,10.351562499999671,0.003753124999999876,0.00034933035714284526,0.09416312025577941,0.028058928571427656,4.391725223214141,0.0,0.005430580357142677,0.002655580357142769,1.5752232142856595,0.12895714285713866,0.0669013392857121,0.006716741071428348,0.013787946428570976,0.38121955234728844,0.003911383928571303,0.000992187499999967,79391966718.7475,0.006392410714285502,8.029241071428302,0.0016124999999999482,8.102678571428288e-05,0.10921570906551865,0.0024216517857142054,0.004733928571428415,0.003967633928571294,0.0,0.0,0.03478439294868319,3.7014770089284497,14715.499999999534,1.2494107142856736,0.00318660714285704,2.7232142857141968,0.0005026785714285548,0.00047767857142855556,0.15673975031993498,0.20776439602829277,0.0,0.3494955522114941,0.0,0.014772098214285226,0.002539955357142772,0.00442321428571414,0.8159921874999725,34261.211987303606,0.029039062499999033,0.014676785714285226,0.03281897321428463,0.004406026785714139,0.0005464285714285534,0.0031180803571427555,0.00016495535714285158,557747.9026785537,0.9500848214285393,0.21767617520947974,0.003128124999999896,0.24129464285713498,0.08362857142856871,5.988705580356947,0.0032991071428570343,-0.0019589285714285065
6,702,9.62e-06,8.04e-06,8.08e-06,8.88e-06,direct,SHIB,2021-06-29,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",SHIB,0.09122834821428272,0.061383928571426535,0.1874571428571321,0.019137053571427937,0.007424107142856892,0.0,601615.4065602488,-1.6447877232142396,4294.308132171494,0.0,-4.337276785714155,33608.00944419536,0.009182589285713985,199.28471461022966,4.174107142856989e-05,0.0006696428571428305,-0.540182812499987,0.00029553571428570327,0.0010131696428571058,0.0012227678571428175,-2.640401785714224,0.032117410714284644,0.0007584821428571172,0.0007549107142856872,14476.193662370491,0.03778048015980651,0.15635926294917626,-0.1192004464285681,0.044106026785712835,0.083281473214283,0.3741389581684952,0.002220982142857068,0.0017162946428570867,0.0,0.003399999999999889,0.002223660714285643,0.01678035714285659,0.06898928365747455,0.017984374999999417,0.006985044642856915,0.0719605545265248,1772.3956442968617,0.25691964285713464,-3.1424107142856235,-0.00024366557430848803,0.0,0.3377418124068859,16548.535856627892,16.749999999999464,-1.7746832589285242,-0.09178749999999745,3.204687499999898,0.004754241071428415,0.2538055933149685,0.0,89.95048970154066,0.0006147321428571184,-0.00274083898810195,0.00022299107142856407,0.0030636160714284703,0.013860044642856686,0.00037165178571427296,0.001339285714285661,0.22700892857142116,0.004855357142856974,0.015823238462730538,10.193749999999676,0.004600223214285565,0.0001785714285714222,0.009771471165763004,0.02128102678571358,4.894217410714126,0.0,0.0061337053571426554,0.002733705357142767,-3.1424107142856235,0.11664352678571047,0.05205870535714113,0.004272544642856997,0.008407366071428293,0.3704315175639211,0.0043165178571427185,0.0006395089285714068,77354758660.71184,0.0036747767857141615,-2.908258928571356,0.0006281249999999792,-1.2723214285714151e-05,-0.001201650411329908,0.0014941964285713782,0.005675892857142672,0.0017354910714285111,0.0,0.0,-0.004612122416514591,-0.8710408482142673,14716.499999999533,0.12289285714285225,0.0012412946428571017,0.2678571428571322,0.0006410714285714075,0.00026004464285713403,0.06105560041532345,0.19959424754029498,0.0,0.33632024468327215,0.0,0.011110267857142486,0.0032843749999998924,0.004910937499999839,-0.10104241071428448,34342.009574671065,0.023430803571427797,0.018584151785713675,0.025664955357142003,0.005268749999999829,0.000692633928571406,0.0003066964285714164,0.00022299107142856407,557675.3194196252,-0.6786774553571239,0.009594761966271726,0.0016772321428570852,0.22566964285713548,0.07600580357142607,-0.1870276785714332,0.0026071428571427693,-0.002275892857142783
7,703,9.22e-06,8.01e-06,8.88e-06,8.82e-06,direct,SHIB,2021-06-30,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.08624933035714,0.058035714285712296,-7.163497321428365,0.01572656249999946,-0.0011712053571428461,0.0,585508.5629508742,-48.55896093749855,4305.808531079836,0.0,-40.304910714284524,33668.298042409646,0.005796874999999798,200.62259273187817,-0.00010535714285713987,-0.00602678571428553,-9.580884598214,-0.0006770089285714102,-0.0006937499999999865,0.0007685267857142589,-81.74776785714045,0.026330580357141954,0.0009832589285713956,-0.0006475446428571273,14519.971337454199,-0.4133422995012487,0.07716385203859075,-0.7468080357142638,0.04733616071428416,0.04562499999999837,0.1935126758059975,-0.002737053571428496,0.001043303571428535,0.0,0.0022770089285713492,0.001601339285714233,0.008809151785713969,0.042661978033605864,0.017173437499999434,0.004400892857142704,0.040941439963566084,1775.0053958074818,-0.5337053571428416,-38.18616071428458,-0.060389788933728,0.0,0.24322021303021452,16575.136965069923,15.499999999999508,-32.80640111607047,-0.9444743303571151,3.073437499999902,0.004339062499999851,0.15890419127151015,0.0,90.58098981380172,-0.0055325892857141165,-0.2646886674843953,0.00014999999999999467,0.003622544642857024,0.009504241071428242,-0.00021428571428570934,-0.01205357142857106,0.20803571428570738,0.0013522321428570806,-0.16403081652311496,10.04374999999968,0.0027665178571427604,2.2321428571418028e-06,-0.14407513840416244,0.027206696428570525,0.9391296874999568,0.0,0.0032080357142855983,0.0009310267857142493,-38.18616071428458,0.10605982142856792,0.03568705357142731,0.0024328124999999055,-0.0033604910714284926,0.13715075912233574,0.0031084821428570405,0.0006205357142856925,74584751049.10475,0.0002212053571428383,-79.33705357142622,-0.0004499999999999868,-9.308035714285458e-05,-0.18967831571320537,3.6830357142851356e-05,0.00412611607142843,-0.0018218749999999537,0.0,0.0,-0.05609115226505029,-18.23638995535662,14717.499999999533,-1.1060357142856805,-0.0008892857142856882,-2.410714285714212,0.00041741071428569966,-2.2098214285714536e-05,-0.043741325670679655,0.10334790901078471,0.0,0.20376073290001012,0.0,0.012754910714285285,0.0019975446428570722,0.00243950892857134,-6.097679464285534,34429.68177490125,0.00608973214285688,0.011261607142856745,0.02325915178571349,0.0033575892857141687,0.00043348214285712767,-0.002760267857142773,0.00014999999999999467,557600.4749999823,-9.329221874999726,-0.3429842218234541,-0.0005312499999999891,0.22008928571427844,0.09187834821428272,-39.612174776784556,0.0024176339285713463,-0.0018491071428570803
8,704,8.82e-06,8.15e-06,8.82e-06,8.35e-06,direct,SHIB,2021-07-01,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.1851845982142798,0.12198660714285317,-0.9186560267856994,0.03835580357142734,0.006752008928571197,0.0,566536.0441026607,-23.881930803570732,4317.4719026836665,0.0,-16.658705357142388,33823.036502231065,0.012117857142856748,201.95808664389375,-2.0089285714285317e-05,-0.013281249999999585,-5.450115624999839,-0.00011406249999999839,0.0013337053571428098,0.0015571428571428062,-33.01249999999907,0.052227455357141156,0.0017401785714285154,0.0004962053571428382,14558.858378164647,-0.15642310586030694,0.1955791800355961,-0.23513571428570806,0.09581093749999693,0.14539330357142388,0.48061493550339784,-0.0005555803571428469,0.0021479910714285013,0.0,0.004366741071428429,0.0018479910714285113,0.020831249999999316,0.09398265872154463,0.0345968749999989,0.009065178571428276,0.09157362744584036,1779.2282058442775,-0.11919642857142576,-19.498883928570866,-0.014301052794729204,0.0,0.2806830420514562,16605.51859893746,14.249999999999545,-12.41887232142823,-0.3801343749999895,2.926562499999907,0.008714732142856861,0.34190780520469255,0.0,91.17091638530712,-0.01219218749999962,-0.014730086095867068,0.00030491071428570424,0.006908705357142636,0.01915558035714223,0.0002015624999999925,-0.02656249999999917,0.4337053571428432,0.00711919642857119,0.0005713810692286603,9.909374999999686,0.005960937499999804,0.00029174107142856167,-0.03054773867193969,0.039882366071427276,4.705463839285557,0.0,0.007310714285714046,0.002943973214285616,-19.498883928570866,0.2101649553571361,0.07541852678571184,0.008008258928571162,0.0030629464285713117,0.4097023774835389,0.003587276785714168,0.001437053571428525,71517089732.14056,0.0037549107142855875,-27.699999999999243,-0.0016218749999999497,1.674107142857066e-05,-0.05582544089205407,0.001329910714285669,0.007611383928571179,0.0008973214285713917,0.0,0.0,-0.007374855709434039,-5.114932812499873,14718.49999999953,-2.437374999999924,-0.003205133928571329,-5.312499999999834,0.0008674107142856859,0.0002026785714285645,-0.15765102793807434,0.24760908877597243,0.0,0.4628840033021153,0.0,0.024382812499999212,0.004299107142857002,0.005753571428571238,-2.4817368303570735,34518.32640816714,0.03249799107142749,0.024544866071427765,0.04849441964285557,0.006917187499999773,0.0009046874999999704,-0.006082812499999811,0.00030491071428570424,557524.4999999823,-4.2226145089284515,-0.0670087045914412,0.0011669642857142443,0.46026785714284235,0.14509084821428106,-16.371028571428116,0.005955580357142666,-0.003244642857142752
9,705,8.43e-06,8.06e-06,8.35e-06,8.36e-06,direct,SHIB,2021-07-02,"[""memes"",""ethereum-ecosystem"",""doggone-doggerel""]",0,0.20213549107142217,0.13649553571428136,2.2920426339284954,0.041765401785712954,0.004064508928571288,0.0,536029.4238303402,-8.947283482142595,4330.659771510394,0.0,-3.6341517857141934,33953.31533035607,0.015387946428570935,203.3303177424775,-7.812499999999775e-05,-0.021093749999999342,-4.948065401785563,-0.0004377232142857018,0.000582589285714264,0.0019377232142856525,-3.810491071428494,0.05489598214285539,0.0017993303571427995,-0.00011093749999999873,14603.60856671968,-0.14718511141435903,0.2352053380725387,0.04895580357142659,0.10218705357142532,0.16203727678570912,0.5721311907553775,-0.0012598214285713936,0.002617857142857059,0.0,0.005386830357142685,0.0019618303571427944,0.026514285714284862,0.10887448592769414,0.03756562499999881,0.011201339285713928,0.10685547022471431,1783.629318346239,0.13973214285713817,-6.279017857142678,-0.01773579672181136,0.0,0.2979735785227986,16636.507418822708,13.033482142856727,-0.35726183035714953,-0.07933415178571232,2.795312499999911,0.009287276785713987,0.3982122941806354,0.0,91.70288526670983,-0.019364062499999397,-0.014817930389344203,0.0003941964285714159,0.007462276785714049,0.02423370535714208,2.4107142857141418e-05,-0.042187499999998684,0.4705357142856994,0.005613616071428385,-0.012194138097458986,9.798437499999688,0.007479910714285475,0.0001968749999999934,-0.027499578164975204,0.04088571428571297,6.648136830356928,0.0,0.00911540178571399,0.0037285714285713086,-6.279017857142678,0.2266348214285642,0.07959263392856886,0.008469196428571153,0.00026941964285712465,0.5032483325857849,0.0038082589285713063,0.0014325892857142398,66960393638.39073,0.0020406249999999305,4.627008928571243,-0.00288749999999991,-1.6741071428571097e-05,-0.059641211069270075,0.0008243303571428292,0.009270982142856847,2.9017857142851593e-05,0.0,0.0,-0.00982807574483872,3.120829464285605,14719.49999999953,-3.8711249999998794,-0.005706249999999823,-8.437499999999737,0.0010861607142856795,4.1964285714284026e-05,-0.2806735063868606,0.2927042363838547,0.0,0.5437322089216748,0.0,0.02502232142857063,0.005486607142856967,0.007177678571428339,-0.24571339285713822,34618.6966997408,0.0369310267857131,0.031130803571427577,0.0520714285714269,0.008583482142856869,0.0011424107142856777,-0.0096609374999997,0.0003941964285714159,557448.5249999823,-1.2318488839285375,-0.06466540286789599,0.000327678571428558,0.5127232142856981,0.1550986607142808,-2.2213823660713814,0.006265848214285514,-0.003884151785714161
